sira,sure,ayet,metin,hoca
4062,39,4,"If God had wanted to own a son, the only possibility would have been to choose someone whom He has created [It is impossible that the creator should have begotten a son]. Glory to God Who is One and the Most Powerful.",Bijan Moeinian
4063,39,5,"The Almighty is the One Who has created the heavens and the earth as a reality [and not as an illusion]. He rolls [the globe so that the] night over the day and the day over the night. The Creator has subjected the sun and the moon to move toward their destiny. God is the Almighty. [If He wants, He can punish you but] He is the Most Forgiving.",Bijan Moeinian
4064,39,6,"God is the One Who created you from a single person, then created from him his mate. God is the One Who has created four different pairs of livestock [goat, sheep, camel and cow]. He is the One Who lets you pass through several stage of creation in the womb of your mother in the darkness of the three envelopes. Such is God your Lord. He is the supreme authority. There is no deity but God. To who else then you are turning to?",Bijan Moeinian
4065,39,7,"Your disbelief can not degrade God, yet [for your own sake and out of His love] He does not want to see you in disbelief. If you choose to belief, however, He is happy for you. Know that no soul is responsible for the sin of another soul. To God is your ultimate return when He will play back your deeds. Know that God knows even the innermost of your thoughts.",Bijan Moeinian
4066,39,8,"When an average man is in trouble, he remembers God and starts to pray. When God saves him from the trouble, then he forgets the Lord and worships other things [money, boss, women, etc.] and misleads others too. tell to such a person: ""Enjoy your temporary disbelief as you have earned the Hellfire.""",Bijan Moeinian
4067,39,9,"Is it not better to be one of those who devote a part of their nights to meditation and worshipping their Lords in the state of standing and prostration? Such people are aware of the Hereafter and seek the mercy of their Lord. Ask them: ""Are those who know equal to those who do not know?"" Only men of understanding listen to learn.",Bijan Moeinian
4068,39,10,"O’ Mohammad, say to my believing servants: ""Always keep God in mind with the utmost respect. there is a good reward for those who choose righteousness. God’s earth is vast. [Emigrate to another place, if you are subject to persecution.] Those who endure hardship with patience [and practice their belief], will receive a limitless reward.""",Bijan Moeinian
4069,39,11,"O’ Mohammad, say: ""I have been ordered to worship God and strictly practice His ordained religion. """,Bijan Moeinian
4070,39,12,"""I am commanded to be the most devote submitter. """,Bijan Moeinian
4071,39,13,"O’ Mohammad, Say: ""I am terrified of the consequences of disobeying my Lord that will catch up with me on the Day of Judgment. """,Bijan Moeinian
4072,39,14,"Say: ""I worship none but God and follow His ordained religion to the point. """,Bijan Moeinian
4073,39,15,"As for you, you may worship whoever you choose. Say: ""The real losers are those who find their souls, as well as their families’ souls, lost on the Day of Judgment. Know that this is real failure""",Bijan Moeinian
4074,39,16,"The Fire will surround them from the above and from the beneath. God thus warns His servants of the awful consequence of their wrongdoings. O My servants be mindful of your Lord.""",Bijan Moeinian
4075,39,17,"Those who avoid worshipping false deities and devote themselves totally to their Lord alone, for them there is a good news.",Bijan Moeinian
4076,39,18,"Let those who listen to the word of God and follow it to the point, know that they are the ones whom God has blessed with His guidance and have been given the faculty of understanding.",Bijan Moeinian
4077,39,19,Who can save the person who has already been sentenced to be thrown into the Fire?,Bijan Moeinian
4078,39,20,"As to those who show the utmost respect to their Lord, they will live in high rises beneath which the water flows. This is God’s promise: God never breaks His promise.",Bijan Moeinian
4079,39,21,"Do you not contemplate in God’s sending down water from the sky, depositing it under the ground, making it flow in the earth in the form of springs, fountains and rivers, letting a variety of plants to use it and to grow and eventually reducing them to nothing but straw? Indeed there is a lesson in this for the men of intelligence [who may detect the transitory nature of the life on earth and its dependency on God’s favor. ]",Bijan Moeinian
4080,39,22,"Consider two individuals: one has earned the favor of God’s guidance toward Islam and walking in a lighted path, the other one having earned God’s displeasure and deprived of His guidance. Are these two people equal? Indeed there is no hope for the latter.",Bijan Moeinian
4081,39,23,"God has sent down the best communication of thoughts; a book which is consistent and reminds its main message again and again. Those who respect their Lord, are filled with awe when they hear it; their whole body melts down and submit to the Lord. This book is the guidance of God through which He guides whoever He wishes [and deserve] to the right path. As for those who [deserve to be and] are deprived of God’s guidance, there is no hope for them at all.",Bijan Moeinian
4082,39,24,"You can not even imagine the desperation of the one who is being sentenced to the punishment on the Day of Judgment. To such wrongdoer it will be said: ""Taste now [the fruit of ] what you have sowed.",Bijan Moeinian
4083,39,25,Many a people before them also chose to disobey. They got what they deserved when they least expect it.,Bijan Moeinian
4084,39,26,"God disgraced and humiliated them [as a lesson for those to come] with His punishment. Their greatest punishment, however, has yet to come; if they only knew.",Bijan Moeinian
4085,39,27,I (God) have cited in this Qur’an any kind of example to make people think.,Bijan Moeinian
4086,39,28,Qur’an is revealed in a straight forward Arabic to avoid any misinterpretation; may the righteous ones refer to it for the guidance.,Bijan Moeinian
4087,39,29,"God hereby cites the following example: ""Is the one who is pulled by contradictory orders in peace or the one who receives only consistent order from one source?"" [In other words, who is more rational in discussion? the one who refers to contradicting sources or the one who uses nonambiguous Qur’an as his source of reference?]. Praise be to God. What a pity that most of them do not get it.",Bijan Moeinian
4088,39,30,"You (Mohammad) will die, just like they will die.",Bijan Moeinian
4089,39,31,Your dispute then will come to the conclusion on the Day of Judgment before your Lord.,Bijan Moeinian
4090,39,32,Who is more unjust than the one who attributes a lie to God and covering a truth send to him by God? Is there any place better for him to live in than the Hell?,Bijan Moeinian
4091,39,33,"As for those who chose to believe and spread the truth, they are righteous.",Bijan Moeinian
4092,39,34,Their Lord will give them whatever they wish. Such is the way God rewards the righteous ones.,Bijan Moeinian
4093,39,35,God will overlook their wrongdoings and reward their good deeds.,Bijan Moeinian
4094,39,36,"Is God not enough for His servant to turn to? The disbelievers frighten you with the ""rage"" of the false deities; the fact of the matter is: non can guide the one who has been condemned by his Lord to get lost.",Bijan Moeinian
4095,39,37,It is also true that the one that deserved to be guided by God will never get lost. is there anyone who doubts the might and justice of God?,Bijan Moeinian
4096,39,38,"If you ask people: ""who created the heavens and the earth?"", they will say “God”. Ask them then: “Why do you worship other things beside God?” Say: “If God decides to afflict me with a trouble, non can save me and if He decides to bless me with a favor, non can take it from me. Why should then I worships others beside God? Say: “God is enough for me and He is the One that the believers trust in.”",Bijan Moeinian
4097,39,39,"Say to disbelievers: ""Do your best and I will do mine. """,Bijan Moeinian
4098,39,40,"""Pretty soon we will see which one of us will be humiliated with an everlasting punishment. """,Bijan Moeinian
4099,39,41,I (God) have sent down this Qur’an through you (Mohammad) for the whole humanity. The one who recourse to it for guidance has done a favor to himself and the one who chooses the darkness has ruined himself. You (Mohammad) are not responsible for none.,Bijan Moeinian
4100,39,42,God is the One Who summons the souls at the time of the death. God also takes your souls away when you go to sleep. Then He restores it back at His Will and let you live as long as He has predestined or may decide not to restore it at all and let you die at bed. There is a food for thought in this for those who possess the intelligence.,Bijan Moeinian
4101,39,43,"[Man’s next minute’s life thus being determined by God, ] How silly of people who have invented intermediaries to ask God’s mercy through them. Say to them: ""What if these intercessors of them lack the power and the intelligence?""",Bijan Moeinian
4102,39,44,"Let them know that: ""God is the only intercessor. "" The Kingdom of the heavens and the earth belongs to God. To God you will all return.",Bijan Moeinian
4103,39,45,"When the discussion centers only around the Lord, those who disbelieve in Hereafter become upset; but when the others’ name is added to the prayer, they become delighted.",Bijan Moeinian
4104,39,46,"Say: ""O Lord, Originator of the heavens and the earth, Knowledgeable of the secrets of the tangible and intangible universe. You are the Only One Who will judge between us in what we differ in.""",Bijan Moeinian
4105,39,47,"If the wrongdoers owned every valuable thing on earth (or even twice as much), on the Day of Judgment they would have willingly offered it to escape their punishment when they will be shown by God what they would have never imagined to happen to them.",Bijan Moeinian
4106,39,48,Their wrongdoings will be played back to them and the very thing that they used to laugh at will backfire at them.,Bijan Moeinian
4107,39,49,"Most men pray to God when at need. Once God gives them what they want, they say: ""I earned it in account of my hard work and know-how."" The fact of the matter is their possessions are means of trial for them [to see how they will behave and use it] yet they do not understand it.",Bijan Moeinian
