Sıra,Sure,Ayet,Metin,Hoca
4577,47,32,inne-lleẕîne keferû veṣaddû `an sebîli-llâhi veşâḳḳu-rrasûle mim ba`di mâ tebeyyene lehumu-lhudâ ley yeḍurru-llâhe şey'â. veseyuḥbiṭu a`mâlehum.,Abay Yazılışı
4578,47,33,yâ eyyuhe-lleẕîne âmenû eṭî`u-llâhe veeṭî`u-rrasûle velâ tubṭilû a`mâlekum.,Abay Yazılışı
4579,47,34,inne-lleẕîne keferû veṣaddû `an sebîli-llâhi ŝumme mâtû vehum kuffârun feley yagfira-llâhu lehum.,Abay Yazılışı
4580,47,35,felâ tehinû veted`û ile-sselm. veentumu-l'a`levn. vellâhu me`akum veley yetirakum a`mâlekum.,Abay Yazılışı
4581,47,36,inneme-lḥayâtu-ddunyâ le`ibuv velehv. vein tu'minû vetetteḳû yu'tikum ucûrakum velâ yes'elkum emvâlekum.,Abay Yazılışı
4582,47,37,iy yes'elkumûhâ feyuḥfikum tebḫalû veyuḫric aḍgânekum.,Abay Yazılışı
4583,47,38,hâentum hâulâi tud`avne litunfiḳû fî sebîli-llâh. feminkum mey yebḫal. vemey yebḫal feinnemâ yebḫalu `an nefsih. vellâhu-lganiyyu veentumu-lfuḳarâ'. vein tetevellev yestebdil ḳavmen gayrakum ŝumme lâ yekûnû emŝâlekum.,Abay Yazılışı
4584,48,1,innâ fetaḥnâ leke fetḥam mubînâ.,Abay Yazılışı
4585,48,2,liyagfira leke-llâhu mâ teḳaddeme min ẕembike vemâ teeḫḫara veyutimme ni`metehû `aleyke veyehdiyeke ṣirâṭam musteḳîmâ.,Abay Yazılışı
4586,48,3,veyenṣurake-llâhu naṣran `azîzâ.,Abay Yazılışı
4587,48,4,huve-lleẕî enzele-ssekînete fî ḳulûbi-lmu'minîne liyezdâdû îmânem me`a îmânihim. velillâhi cunûdu-ssemâvâti vel'arḍ. vekâne-llâhu `alîmen ḥakîmâ.,Abay Yazılışı
4588,48,5,liyudḫile-lmu'minîne velmu'minâti cennâtin tecrî min taḥtihe-l'enhâru ḫâlidîne fîhâ veyukeffira `anhum seyyiâtihim. vekâne ẕâlike `inde-llâhi fevzen `ażîmâ.,Abay Yazılışı
4589,48,6,veyu`aẕẕibe-lmunâfiḳîne velmunâfiḳâti velmuşrikîne velmuşrikâti-żżânnîne billâhi żanne-ssev'. `aleyhim dâiratu-ssev'. vegaḍibe-llâhu `aleyhim vele`anehum vee`adde lehum cehennem. vesâet meṣîrâ.,Abay Yazılışı
4590,48,7,velillâhi cunûdu-ssemâvâti vel'arḍ. vekâne-llâhu `azîzen ḥakîmâ.,Abay Yazılışı
4591,48,8,innâ erselnâke şâhidev vemubeşşirav veneẕîrâ.,Abay Yazılışı
4592,48,9,litu'minû billâhi verasûlihî vetu`azzirûhu vetuveḳḳirûh. vetusebbiḥûhu bukratev veeṣîlâ.,Abay Yazılışı
4593,48,10,inne-lleẕîne yubâyi`ûneke innemâ yubâyi`ûne-llâh. yedu-llâhi fevḳa eydîhim. femen nekeŝe feinnemâ yenkuŝu `alâ nefsih. vemen evfâ bimâ `âhede `aleyhu-llâhe feseyu'tîhi ecran `ażîmâ.,Abay Yazılışı
4594,48,11,seyeḳûlu leke-lmuḫallefûne mine-l'a`râbi şegaletnâ emvâlunâ veehlûnâ festagfir lenâ. yeḳûlûne bielsinetihim mâ leyse fî ḳulûbihim. ḳul femey yemliku lekum mine-llâhi şey'en in erâde bikum ḍarran ev erâde bikum nef`â. bel kâne-llâhu bimâ ta`melûne ḫabîrâ.,Abay Yazılışı
4595,48,12,bel żanentum el ley yenḳalibe-rrasûlu velmu'minûne ilâ ehlîhim ebedev vezuyyine ẕâlike fî ḳulûbikum veżanentum żanne-ssev'. vekuntum ḳavmem bûrâ.,Abay Yazılışı
4596,48,13,vemel lem yu'mim billâhi verasûlihî feinnâ a`tednâ lilkâfirîne se`îrâ.,Abay Yazılışı
4597,48,14,velillâhi mulku-ssemâvâti vel'arḍ. yagfiru limey yeşâu veyu`aẕẕibu mey yeşâ'. vekâne-llâhu gafûrar raḥîmâ.,Abay Yazılışı
4598,48,15,seyeḳûlu-lmuḫallefûne iẕe-nṭalaḳtum ilâ megânime lite'ḫuẕûhâ ẕerûnâ nettebi`kum. yurîdûne ey yubeddilû kelâme-llâh. ḳul len tettebi`ûnâ keẕâlikum ḳâle-llâhu min ḳabl. feseyeḳûlûne bel taḥsudûnenâ. bel kânû lâ yefḳahûne illâ ḳalîlâ.,Abay Yazılışı
4599,48,16,ḳul lilmuḫallefîne mine-l'a`râbi setud`avne ilâ ḳavmin ulî be'sin şedîdin tuḳâtilûnehum ev yuslimûn. fein tuṭî`û yu'tikumu-llâhu ecran ḥasenâ. vein tetevellev kemâ tevelleytum min ḳablu yu`aẕẕibkum `aẕâben elîmâ.,Abay Yazılışı
4600,48,17,leyse `ale-l'a`mâ ḥaracuv velâ `ale-l'a`raci ḥaracuv velâ `ale-lmerîḍi ḥarac. vemey yuṭi`i-llâhe verasûlehû yudḫilhu cennâtin tecrî min taḥtihe-l'enhâr. vemey yetevelle yu`aẕẕibhu `aẕâben elîmâ.,Abay Yazılışı
4601,48,18,leḳad raḍiye-llâhu `ani-lmu'minîne iẕ yubâyi`ûneke taḥte-şşecerati fe`alime mâ fî ḳulûbihim feenzele-ssekînete `aleyhim veeŝâbehum fetḥan ḳarîbâ.,Abay Yazılışı
4602,48,19,vemegânime keŝîratey ye'ḫuẕûnehâ. vekâne-llâhu `azîzen ḥakîmâ.,Abay Yazılışı
4603,48,20,ve`adekumu-llâhu megânime keŝîraten te'ḫuẕûnehâ fe`accele lekum hâẕihî vekeffe eydiye-nnâsi `ankum. velitekûne âyetel lilmu'minîne veyehdiyekum ṣirâṭam musteḳîmâ.,Abay Yazılışı
4604,48,21,veuḫrâ lem taḳdirû `aleyhâ ḳad eḥâṭa-llâhu bihâ. vekâne-llâhu `alâ kulli şey'in ḳadîrâ.,Abay Yazılışı
4605,48,22,velev ḳâtelekumu-lleẕîne keferû levellevu-l'edbâra ŝumme lâ yecidûne veliyyev velâ neṣîrâ.,Abay Yazılışı
4606,48,23,sunnete-llâhi-lletî ḳad ḫalet min ḳabl. velen tecide lisunneti-llâhi tebdîlâ.,Abay Yazılışı
4607,48,24,vehuve-lleẕî keffe eydiyehum `ankum veeydiyekum `anhum bibaṭni mekkete mim ba`di en ażferakum `aleyhim. vekâne-llâhu bimâ ta`melûne beṣîrâ.,Abay Yazılışı
4608,48,25,humu-lleẕîne keferû veṣaddûkum `ani-lmescidi-lḥarâmi velhedye ma`kûfen ey yebluga meḥilleh. velevlâ ricâlum mu'minûne venisâum mu'minâtul lem ta`lemûhum en teṭaûhum fetuṣîbekum minhum me`arratum bigayri `ilmin. liyudḫile-llâhu fî raḥmetihî mey yeşâ'. lev tezeyyelû le`aẕẕebne-lleẕîne keferû minhum `aẕâben elîmâ.,Abay Yazılışı
4609,48,26,iẕ ce`ale-lleẕîne keferû fî ḳulûbihimu-lḥamiyyete ḥamiyyete-lcâhiliyyeti feenzele-llâhu sekînetehû `alâ rasûlihî ve`ale-lmu'minîne veelzemehum kelimete-ttaḳvâ vekânû eḥaḳḳa bihâ veehlehâ. vekâne-llâhu bikulli şey'in `alîmâ.,Abay Yazılışı
4610,48,27,leḳad ṣadeḳa-llâhu rasûlehu-rru'yâ bilḥaḳḳ. letedḫulunne-lmescide-lḥarâme in şâe-llâhu âminîne muḥalliḳîne ruûsekum vemuḳaṣṣirîne lâ teḫâfûn. fe`alime mâ lem ta`lemû fece`ale min dûni ẕâlike fetḥan ḳarîbâ.,Abay Yazılışı
4611,48,28,huve-lleẕî ersele rasûlehû bilhudâ vedîni-lḥaḳḳi liyużhirahû `ale-ddîni kullih. vekefâ billâhi şehîdâ.,Abay Yazılışı
4612,48,29,muḥammedur rasûlu-llâh. velleẕîne me`ahû eşiddâu `ale-lkuffâri ruḥamâu beynehum terâhum rukke`an succedey yebtegûne faḍlem mine-llâhi veriḍvânâ. sîmâhum fî vucûhihim min eŝeri-ssucûd. ẕâlike meŝeluhum fi-ttevrâh. vemeŝeluhum fi-l'incîl. kezer`in aḫrace şaṭ'ehû feâzerahû festagleża festevâ `alâ sûḳihî yu`cibu-zzurrâ`a liyegîża bihimu-lkuffâr. ve`ade-llâhu-lleẕîne âmenû ve`amilu-ṣṣâliḥâti minhum magfiratev veecran `ażîmâ.,Abay Yazılışı
4613,49,1,yâ eyyuhe-lleẕîne âmenû lâ tuḳaddimû beyne yedeyi-llâhi verasûlihî vetteḳu-llâh. inne-llâhe semî`un `alîm.,Abay Yazılışı
4614,49,2,yâ eyyuhe-lleẕîne âmenû lâ terfe`û aṣvâtekum fevḳa ṣavti-nnebiyyi velâ techerû lehû bilḳavli kecehri ba`ḍikum liba`ḍin en taḥbeṭa a`mâlukum veentum lâ teş`urûn.,Abay Yazılışı
4615,49,3,inne-lleẕîne yeguḍḍûne aṣvâtehum `inde rasûli-llâhi ulâike-lleẕîne-mteḥane-llâhu ḳulûbehum littaḳvâ. lehum magfiratuv veecrun `ażîm.,Abay Yazılışı
4616,49,4,inne-lleẕîne yunâdûneke miv verâi-lḥucurâti ekŝeruhum lâ ya`ḳilûn.,Abay Yazılışı
4617,49,5,velev ennehum ṣaberû ḥattâ taḫruce ileyhim lekâne ḫayral lehum. vellâhu gafûrur raḥîm.,Abay Yazılışı
4618,49,6,yâ eyyuhe-lleẕîne âmenû in câekum fâsiḳum binebein fetebeyyenû en tuṣîbû ḳavmem bicehâletin fetuṣbiḥû `alâ mâ fe`altum nâdimîn.,Abay Yazılışı
4619,49,7,va`lemû enne fîkum rasûle-llâh. lev yuṭî`ukum fî keŝîrim mine-l'emri le`anittum velâkinne-llâhe ḥabbebe ileykumu-l'îmâne vezeyyenehû fî ḳulûbikum vekerrahe ileykumu-lkufra velfusûḳa vel`iṣyân. ulâike humu-rrâşidûn.,Abay Yazılışı
4620,49,8,faḍlem mine-llâhi veni`meh. vellâhu `alîmun ḥakîm.,Abay Yazılışı
4621,49,9,vein ṭâifetâni mine-lmu'minîne-ḳtetelû feaṣliḥû beynehumâ. feim begat iḥdâhumâ `ale-l'uḫrâ feḳâtilu-lletî tebgî ḥattâ tefîe ilâ emri-llâh. fein fâet feaṣliḥû beynehumâ bil`adli veaḳsiṭû. inne-llâhe yuḥibbu-lmuḳsiṭîn.,Abay Yazılışı
4622,49,10,inneme-lmu'minûne iḫvetun feaṣliḥû beyne eḫaveykum vetteḳu-llâhe le`allekum turḥamûn.,Abay Yazılışı
4623,49,11,yâ eyyuhe-lleẕîne âmenû lâ yesḫar ḳavmum min ḳavmin `asâ ey yekûnû ḫayram minhum velâ nisâum min nisâin `asâ ey yekunne ḫayram minhunn. velâ telmizû enfusekum velâ tenâbezû bil'elḳâb. bi'se-lismu-lfusûḳu ba`de-l'îmân. vemel lem yetub feulâike humu-żżâlimûn.,Abay Yazılışı
4624,49,12,yâ eyyuhe-lleẕîne âmenu-ctenibû keŝîram mine-żżann. inne ba`ḍa-żżanni iŝmuv velâ tecessesû velâ yagteb ba`ḍukum ba`ḍâ. eyuḥibbu eḥadukum ey ye'kule laḥme eḫîhi meyten fekerihtumûh. vetteḳu-llâh. inne-llâhe tevvâbur raḥîm.,Abay Yazılışı
4625,49,13,yâ eyyuhe-nnâsu innâ ḫalaḳnâkum min ẕekeriv veunŝâ vece`alnâkum şu`ûbev veḳabâile lite`ârafû. inne ekramekum `inde-llâhi etḳâkum. inne-llâhe `alîmun ḫabîr.,Abay Yazılışı
4626,49,14,ḳâleti-l'a`râbu âmennâ. ḳul lem tu'minû velâkin ḳûlû eslemnâ velemmâ yedḫuli-l'îmânu fî ḳulûbikum. vein tuṭî`u-llâhe verasûlehû lâ yelitkum min a`mâlikum şey'â. inne-llâhe gafûrur raḥîm.,Abay Yazılışı
4627,49,15,inneme-lmu'minûne-lleẕîne âmenû billâhi verasûlihî ŝumme lem yertâbû vecâhedû biemvâlihim veenfusihim fî sebîli-llâh. ulâike humu-ṣṣâdiḳûn.,Abay Yazılışı
4628,49,16,ḳul etu`allimûne-llâhe bidînikum vellâhu ya`lemu mâ fi-ssemâvâti vemâ fi-l'arḍ. vellâhu bikulli şey'in `alîm.,Abay Yazılışı
4629,49,17,yemunnûne `aleyke en eslemû. ḳul lâ temunnû `aleyye islâmekum. beli-llâhu yemunnu `aleykum en hedâkum lil'îmâni in kuntum ṣâdiḳîn.,Abay Yazılışı
4630,49,18,inne-llâhe ya`lemu gaybe-ssemâvâti vel'arḍ. vellâhu beṣîrum bimâ ta`melûn.,Abay Yazılışı
4631,50,1,ḳâf. velḳur'âni-lmecîd.,Abay Yazılışı
4632,50,2,bel `acibû en câehum munẕirum minhum feḳâle-lkâfirûne hâẕâ şey'un `acîb.,Abay Yazılışı
4633,50,3,eiẕâ mitnâ vekunnâ turâbâ. ẕâlike rac`um be`îd.,Abay Yazılışı
4634,50,4,ḳad `alimnâ mâ tenḳuṣu-l'arḍu minhum. ve`indenâ kitâbun ḥafîż.,Abay Yazılışı
4635,50,5,bel keẕẕebû bilḥaḳḳi lemmâ câehum fehum fî emrim merîc.,Abay Yazılışı
4636,50,6,efelem yenżurû ile-ssemâi fevḳahum keyfe beneynâhâ vezeyyennâhâ vemâ lehâ min furûc.,Abay Yazılışı
4637,50,7,vel'arḍa medednâhâ veelḳaynâ fîhâ ravâsiye veembetnâ fîhâ min kulli zevcim behîc.,Abay Yazılışı
4638,50,8,tebṣiratev veẕikrâ likulli `abdim munîb.,Abay Yazılışı
4639,50,9,venezzelnâ mine-ssemâi mâem mubâraken feembetnâ bihî cennâtiv veḥabbe-lḥaṣîd.,Abay Yazılışı
4640,50,10,vennaḫle bâsiḳâtil lehâ ṭal`un neḍîd.,Abay Yazılışı
4641,50,11,rizḳal lil`ibâdi veaḥyeynâ bihî beldetem meytâ. keẕâlike-lḫurûc.,Abay Yazılışı
4642,50,12,keẕẕebet ḳablehum ḳavmu nûḥiv veaṣḥâbu-rrassi veŝemûd.,Abay Yazılışı
4643,50,13,ve`âduv vefir`avnu veiḫvânu lûṭ.,Abay Yazılışı
4644,50,14,veaṣḥâbu-l'eyketi veḳavmu tubba`. kullun keẕẕebe-rrusule feḥaḳḳa ve`îd.,Abay Yazılışı
4645,50,15,efe`ayînâ bilḫalḳi-l'evvel. bel hum fî lebsim min ḫalḳin cedîd.,Abay Yazılışı
4646,50,16,veleḳad ḫalaḳne-l'insâne vena`lemu mâ tuvesvisu bihî nefsuh. venaḥnu aḳrabu ileyhi min ḥabli-lverîd.,Abay Yazılışı
4647,50,17,iẕ yeteleḳḳe-lmuteleḳḳiyâni `ani-lyemîni ve`ani-şşimâli ḳa`îd.,Abay Yazılışı
4648,50,18,mâ yelfiżu min ḳavlin illâ ledeyhi raḳîbun `atîd.,Abay Yazılışı
4649,50,19,vecâet sekratu-lmevt bilḥaḳḳ. ẕâlike mâ kunte minhu teḥîd.,Abay Yazılışı
4650,50,20,venufiḫa fi-ṣṣûr. ẕâlike yevmu-lve`îd.,Abay Yazılışı
4651,50,21,vecâet kullu nefsim me`ahâ sâiḳuv veşehîd.,Abay Yazılışı
4652,50,22,leḳad kunte fî gafletim min hâẕâ fekeşefnâ `anke giṭâeke febeṣaruke-lyevme ḥadîd.,Abay Yazılışı
4653,50,23,veḳâle ḳarînuhû hâẕâ mâ ledeyye `atîd.,Abay Yazılışı
4654,50,24,elḳiyâ fî cehenneme kulle keffârin `anîd.,Abay Yazılışı
4655,50,25,mennâ`il lilḫayri mu`tedim murîbun.,Abay Yazılışı
4656,50,26,elleẕî ce`ale me`a-llâhi ilâhen âḫara feelḳiyâhu fi-l`aẕâbi-şşedîd.,Abay Yazılışı
4657,50,27,ḳâle ḳarînuhû rabbenâ mâ aṭgaytuhû velâkin kâne fî ḍalâlim be`îd.,Abay Yazılışı
4658,50,28,ḳâle lâ taḫteṣimû ledeyye veḳad ḳaddemtu ileykum bilve`îd.,Abay Yazılışı
4659,50,29,mâ yubeddelu-lḳavlu ledeyye vemâ ene biżallâmil lil`abîd.,Abay Yazılışı
4660,50,30,yevme neḳûlu licehenneme heli-mtele'ti veteḳûlu hel mim mezîd.,Abay Yazılışı
4661,50,31,veuzlifeti-lcennetu lilmutteḳîne gayra be`îd.,Abay Yazılışı
4662,50,32,hâẕâ mâ tû`adûne likulli evvâbin ḥafîż.,Abay Yazılışı
4663,50,33,men ḫaşiye-rraḥmâne bilgaybi vecâe biḳalbim munîb.,Abay Yazılışı
4664,50,34,udḫulûhâ biselâm. ẕâlike yevmu-lḫulûd.,Abay Yazılışı
4665,50,35,lehum mâ yeşâûne fîhâ veledeynâ mezîd.,Abay Yazılışı
4666,50,36,vekem ehleknâ ḳablehum min ḳarnin hum eşeddu minhum baṭşen feneḳḳabû fi-lbilâd. hel mim meḥîṣ.,Abay Yazılışı
4667,50,37,inne fî ẕâlike leẕikrâ limen kâne lehû ḳalbun ev elḳa-ssem`a vehuve şehîd.,Abay Yazılışı
4668,50,38,veleḳad ḫalaḳne-ssemâvâti vel'arḍa vemâ beynehumâ fî sitteti eyyâm. vemâ messenâ mil lugûb.,Abay Yazılışı
4669,50,39,faṣbir `alâ mâ yeḳûlûne vesebbiḥ biḥamdi rabbike ḳable ṭulû`i-şşemsi veḳable-lgurûb.,Abay Yazılışı
4670,50,40,vemine-lleyli fesebbiḥhu veedbâra-ssucûd.,Abay Yazılışı
4671,50,41,vestemi` yevme yunâdi-lmunâdi mim mekânin ḳarîb.,Abay Yazılışı
4672,50,42,yevme yesme`ûne-ṣṣayḥate bilḥaḳḳ. ẕâlike yevmu-lḫurûc.,Abay Yazılışı
4673,50,43,innâ naḥnu nuḥyî venumîtu veileyne-lmeṣîr.,Abay Yazılışı
4674,50,44,yevme teşeḳḳaḳu-l'arḍu `anhum sirâ`â. ẕâlike ḥaşrun `aleynâ yesîr.,Abay Yazılışı
4675,50,45,naḥnu a`lemu bimâ yeḳûlûne vemâ ente `aleyhim bicebbârin feẕekkir bilḳur'âni mey yeḫâfu ve`îd.,Abay Yazılışı
4676,51,1,veẕẕâriyâti ẕervâ.,Abay Yazılışı
4677,51,2,felḥâmilâti viḳrâ.,Abay Yazılışı
4678,51,3,felcâriyâti yusrâ.,Abay Yazılışı
4679,51,4,felmuḳassimâti emrâ.,Abay Yazılışı
4680,51,5,innemâ tû`adûne leṣâdiḳ.,Abay Yazılışı
4681,51,6,veinne-ddîne levâḳi`.,Abay Yazılışı
4682,51,7,vessemâi ẕâti-lḥubuk.,Abay Yazılışı
4683,51,8,innekum lefî ḳavlim muḫtelif.,Abay Yazılışı
4684,51,9,yu'feku `anhu men ufik.,Abay Yazılışı
4685,51,10,ḳutile-lḫarrâṣûn.,Abay Yazılışı
4686,51,11,elleẕîne hum fî gamratin sâhûn.,Abay Yazılışı
4687,51,12,yes'elûne eyyâne yevmu-ddîn.,Abay Yazılışı
4688,51,13,yevme hum `ale-nnâri yuftenûn.,Abay Yazılışı
4689,51,14,ẕûḳû fitnetekum. hâẕe-lleẕî kuntum bihî testa`cilûn.,Abay Yazılışı
4690,51,15,inne-lmutteḳîne fî cennâtiv ve`uyûn.,Abay Yazılışı
4691,51,16,âḫiẕîne mâ âtâhum rabbuhum. innehum kânû ḳable ẕâlike muḥsinîn.,Abay Yazılışı
4692,51,17,kânû ḳalîlem mine-lleyli mâ yehce`ûn.,Abay Yazılışı
4693,51,18,vebil'esḥâri hum yestagfirûn.,Abay Yazılışı
4694,51,19,vefî emvâlihim ḥaḳḳul lissâili velmaḥrûm.,Abay Yazılışı
4695,51,20,vefi-l'arḍi âyâtul lilmûḳinîn.,Abay Yazılışı
4696,51,21,vefî enfusikum. efelâ tubṣirûn.,Abay Yazılışı
4697,51,22,vefi-ssemâi rizḳukum vemâ tû`adûn.,Abay Yazılışı
4698,51,23,feverabbi-ssemâi vel'arḍi innehû leḥaḳḳum miŝle mâ ennekum tenṭiḳûn.,Abay Yazılışı
4699,51,24,hel etâke ḥadîŝu ḍayfi ibrâhîme-lmukramîn.,Abay Yazılışı
4700,51,25,iẕ deḫalû `aleyhi feḳâlû selâmâ. ḳâle selâm. ḳavmum munkerûn.,Abay Yazılışı
4701,51,26,ferâga ilâ ehlihî fecâe bi`iclin semîn.,Abay Yazılışı
4702,51,27,feḳarrabehû ileyhim ḳâle elâ te'kulûn.,Abay Yazılışı
4703,51,28,feevcese minhum ḫîfeh. ḳâlû lâ teḫaf. vebeşşerûhu bigulâmin `alîm.,Abay Yazılışı
4704,51,29,feaḳbeleti-mraetuhû fî ṣarratin feṣakket vechehâ veḳâlet `acûzun `aḳîm.,Abay Yazılışı
4705,51,30,ḳâlû keẕâliki ḳâle rabbuk. innehû huve-lḥakîmu-l`alîm.,Abay Yazılışı
4706,51,31,ḳâle femâ ḫaṭbukum eyyuhe-lmurselûn.,Abay Yazılışı
4707,51,32,ḳâlû innâ ursilnâ ilâ ḳavmim mucrimîn.,Abay Yazılışı
4708,51,33,linursile `aleyhim ḥicâratem min ṭîn.,Abay Yazılışı
4709,51,34,musevvemeten `inde rabbike lilmusrifîn.,Abay Yazılışı
4710,51,35,feaḫracnâ men kâne fîhâ mine-lmu'minîn.,Abay Yazılışı
4711,51,36,femâ vecednâ fîhâ gayra beytim mine-lmuslimîn.,Abay Yazılışı
4712,51,37,veteraknâ fîhâ âyetel lilleẕîne yeḫâfûne-l`aẕâbe-l'elîm.,Abay Yazılışı
4713,51,38,vefî mûsâ iẕ erselnâhu ilâ fir`avne bisulṭânim mubîn.,Abay Yazılışı
4714,51,39,fetevellâ biruknihî veḳâle sâḥirun ev mecnûn.,Abay Yazılışı
4715,51,40,feeḫaẕnâhu vecunûdehû fenebeẕnâhum fi-lyemmi vehuve mulîm.,Abay Yazılışı
4716,51,41,vefî `âdin iẕ erselnâ `aleyhimu-rrîḥa-l`aḳîm.,Abay Yazılışı
4717,51,42,mâ teẕeru min şey'in etet `aleyhi illâ ce`alethu kelramîm.,Abay Yazılışı
4718,51,43,vefî ŝemûde iẕ ḳîle lehum temette`û ḥattâ ḥîn.,Abay Yazılışı
4719,51,44,fe`atev `an emri rabbihim feeḫaẕethumu-ṣṣâ`iḳatu vehum yenżurûn.,Abay Yazılışı
4720,51,45,feme-steṭâ`û min ḳiyâmiv vemâ kânû munteṣirîn.,Abay Yazılışı
4721,51,46,veḳavme nûḥim min ḳabl. innehum kânû ḳavmen fâsiḳîn.,Abay Yazılışı
4722,51,47,vessemâe beneynâhâ bieydiv veinnâ lemûsi`ûn.,Abay Yazılışı
4723,51,48,vel'arḍa feraşnâhâ feni`me-lmâhidûn.,Abay Yazılışı
4724,51,49,vemin kulli şey'in ḫalaḳnâ zevceyni le`allekum teẕekkerûn.,Abay Yazılışı
4725,51,50,fefirrû ile-llâh. innî lekum minhu neẕîrum mubîn.,Abay Yazılışı
4726,51,51,velâ tec`alû me`a-llâhi ilâhen âḫar. innî lekum minhu neẕîrum mubîn.,Abay Yazılışı
4727,51,52,keẕâlike mâ ete-lleẕîne min ḳablihim mir rasûlin illâ ḳâlû sâḥirun ev mecnûn.,Abay Yazılışı
4728,51,53,etevâṣav bih. bel hum ḳavmun ṭâgûn.,Abay Yazılışı
4729,51,54,fetevelle `anhum femâ ente bimelûm.,Abay Yazılışı
4730,51,55,veẕekkir feinne-ẕẕikrâ tenfe`u-lmu'minîn.,Abay Yazılışı
4731,51,56,vemâ ḫalaḳtu-lcinne vel'inse illâ liya`budûn.,Abay Yazılışı
4732,51,57,mâ urîdu minhum mir rizḳiv vemâ urîdu ey yuṭ`imûn.,Abay Yazılışı
4733,51,58,inne-llâhe huve-rrazzâḳu ẕu-lḳuvveti-lmetîn.,Abay Yazılışı
4734,51,59,feinne lilleẕîne żalemû ẕenûbem miŝle ẕenûbi aṣḥâbihim felâ yesta`cilûn.,Abay Yazılışı
4735,51,60,feveylul lilleẕîne keferû miy yevmihimu-lleẕî yû`adûn.,Abay Yazılışı
4736,52,1,veṭṭûr.,Abay Yazılışı
4737,52,2,vekitâbim mesṭûr.,Abay Yazılışı
4738,52,3,fî raḳḳim menşûr.,Abay Yazılışı
4739,52,4,velbeyti-lma`mûr.,Abay Yazılışı
4740,52,5,vessaḳfi-lmerfû`.,Abay Yazılışı
4741,52,6,velbaḥri-lmescûr.,Abay Yazılışı
4742,52,7,inne `aẕâbe rabbike levâḳi`.,Abay Yazılışı
4743,52,8,mâ lehû min dâfi`.,Abay Yazılışı
4744,52,9,yevme temûru-ssemâu mevrâ.,Abay Yazılışı
4745,52,10,vetesîru-lcibâlu seyrâ.,Abay Yazılışı
4746,52,11,feveyluy yevmeiẕil lilmukeẕẕibîn.,Abay Yazılışı
4747,52,12,elleẕîne hum fî ḫavḍiy yel`abûn.,Abay Yazılışı
4748,52,13,yevme yude``ûne ilâ nâri cehenneme da``â.,Abay Yazılışı
4749,52,14,hâẕihi-nnâru-lletî kuntum bihâ tukeẕẕibûn.,Abay Yazılışı
4750,52,15,efesiḥrun hâẕâ em entum lâ tubṣirûn.,Abay Yazılışı
4751,52,16,iṣlevhâ faṣbirû ev lâ taṣbirû. sevâun `aleykum. innemâ tuczevne mâ kuntum ta`melûn.,Abay Yazılışı
4752,52,17,inne-lmutteḳîne fî cennâtiv vene`îm.,Abay Yazılışı
4753,52,18,fâkihîne bimâ âtâhum rabbuhum. veveḳâhum rabbuhum `aẕâbe-lceḥîm.,Abay Yazılışı
4754,52,19,kulû veşrabû henîem bimâ kuntum ta`melûn.,Abay Yazılışı
4755,52,20,muttekiîne `alâ sururim maṣfûfeh. vezevvecnâhum biḥûrin `în.,Abay Yazılışı
4756,52,21,velleẕîne âmenû vettebe`athum ẕurriyyetuhum biîmânin elḥaḳnâ bihim ẕurriyyetehum vemâ eletnâhum min `amelihim min şey'. kullu-mriim bimâ kesebe rahîn.,Abay Yazılışı
4757,52,22,veemdednâhum bifâkihetiv velaḥmim mimmâ yeştehûn.,Abay Yazılışı
4758,52,23,yetenâza`ûne fîhâ ke'sel lâ lagvun fîhâ velâ te'ŝîm.,Abay Yazılışı
4759,52,24,veyeṭûfu `aleyhim gilmânul lehum keennehum lu'luum meknûn.,Abay Yazılışı
4760,52,25,veaḳbele ba`ḍuhum `alâ ba`ḍiy yetesâelûn.,Abay Yazılışı
4761,52,26,ḳâlû innâ kunnâ ḳablu fî ehlinâ muşfiḳîn.,Abay Yazılışı
4762,52,27,femenne-llâhu `aleynâ veveḳânâ `aẕâbe-ssemûm.,Abay Yazılışı
