sira,sure,ayet,metin,hoca
4332,43,7,"Every time a prophet went to them, they ridiculed him.",Rashad Khalifa
4333,43,8,"Consequently, we annihilated people who were even more powerful than these. We thus set the examples from the previous communities.",Rashad Khalifa
4334,43,9,"If you asked them, ""Who created the heavens and the earth,"" they would say, ""The Almighty, the Omniscient has created them.""",Rashad Khalifa
4335,43,10,"He is the One who made the earth habitable for you, and created for you roads therein, that you may follow the right way.",Rashad Khalifa
4336,43,11,"He is the One who sends down from the sky water, in exact measure, to revive dead lands therewith. Similarly, you will be resurrected.",Rashad Khalifa
4337,43,12,"He is the One who created all kinds, in pairs (male and female), and He created for you ships and livestock to ride.",Rashad Khalifa
4338,43,13,"As you rest on top of them, you shall appreciate such a blessing from your Lord, and say, ""Glory be to the One who subdued this for us. We could not have controlled them by ourselves.",Rashad Khalifa
4339,43,14,"""We ultimately return to our Lord.""",Rashad Khalifa
4340,43,15,"They even assigned for Him a share from His own creation! Surely, the human being is profoundly unappreciative.",Rashad Khalifa
4341,43,16,"Has He chosen from among His creations daughters for Himself, while blessing you with sons?",Rashad Khalifa
4342,43,17,"When one of them is given news (of a daughter) as they claimed for the Most Gracious, his face is darkened with misery and anger!",Rashad Khalifa
4343,43,18,"(They say,) ""What is good about an offspring that is brought up to be beautiful, and cannot help in war?""",Rashad Khalifa
4344,43,19,"They claimed that the angels, who are servants of the Most Gracious, are females! Have they witnessed their creation? Their claims are recorded, and they will be asked.",Rashad Khalifa
4345,43,20,"They even said, ""If the Most Gracious willed, we would not have worshipped them."" They have no basis for such a claim; they only conjecture.,",Rashad Khalifa
4346,43,21,"Have we given them a book before this, and they are upholding it?",Rashad Khalifa
4347,43,22,"The fact is that: they said, ""We found our parents carrying on certain practices, and we are following in their footsteps.""",Rashad Khalifa
4348,43,23,"Invariably, when we sent a warner to any community, the leaders of that community would say, ""We found our parents following certain practices, and we will continue in their footsteps.""",Rashad Khalifa
4349,43,24,"(The messenger) would say, ""What if I brought to you better guidance than what you inherited from your parents?"" They would say, ""We are disbelievers in the message you brought.""",Rashad Khalifa
4350,43,25,"Consequently, we requited them. Note the consequences for the rejectors.",Rashad Khalifa
4351,43,26,"Abraham said to his father and his people, ""I disown what you worship.",Rashad Khalifa
4352,43,27,"""Only the One who initiated me can guide me.""",Rashad Khalifa
4353,43,28,This example (of Abraham) was rendered an everlasting lesson for subsequent generations; perhaps they redeem their souls.,Rashad Khalifa
4354,43,29,"Indeed, I have given these people and their ancestors sufficient chances, then the truth came to them, and a clarifying messenger.",Rashad Khalifa
4355,43,30,"When the truth came to them, they said, ""This is magic, and we are disbelievers therein.""",Rashad Khalifa
4356,43,31,"They said, ""If only this Quran was sent down through another man from the two communities (Mecca or Yathrib) who is prominent!""",Rashad Khalifa
4357,43,32,"Are they the ones who assign your Lord's mercy? We have assigned their shares in this life, raising some of them above others in ranks, in order to let them serve one another. The mercy from your Lord is far better than any material they may hoard.",Rashad Khalifa
4358,43,33,"If it were not that all the people might become one (disbelieving) congregation, we would have granted everyone who disbelieves in the Most Gracious mansions with silver roofs, and stairs upon which they could climb.",Rashad Khalifa
4359,43,34,"Their mansions would have impressive gates, and luxurious furnishings.",Rashad Khalifa
4360,43,35,Also many ornaments. All these are the temporary materials of this lowly life. The Hereafter - at your Lord - is far better for the righteous.,Rashad Khalifa
4361,43,36,"Anyone who disregards the message of the Most Gracious, we appoint a devil to be his constant companion.",Rashad Khalifa
4362,43,37,"Such companions will divert them from the path, yet make them believe that they are guided.",Rashad Khalifa
4363,43,38,"When he comes before us he will say, ""Oh I wish you were as far from me as the two easts. What a miserable companion!"",",Rashad Khalifa
4364,43,39,"It will not console you on that day, as transgressors, that both of you will share in the retribution.",Rashad Khalifa
4365,43,40,"Can you make the deaf hear; can you make the blind see, or those who are far astray?",Rashad Khalifa
4366,43,41,"Whether we let you die before it or not, we will surely requite them.",Rashad Khalifa
4367,43,42,"Or, we may show you (the retribution) we promised for them. We are in full control over them.",Rashad Khalifa
4368,43,43,"You shall steadfastly preach what is revealed to you; you are in the right path.,",Rashad Khalifa
4369,43,44,This is a message for you and your people; all of you will be questioned.,Rashad Khalifa
4370,43,45,"Check the messengers we sent before you: ""Have we ever appointed any other gods - beside the Most Gracious - to be worshipped?""",Rashad Khalifa
4371,43,46,"For example, we sent Moses with our proofs to Pharaoh and his elders, proclaiming: ""I am a messenger from the Lord of the universe.""",Rashad Khalifa
4372,43,47,"When he showed them our proofs, they laughed at them.",Rashad Khalifa
4373,43,48,"Every sign we showed them was bigger than the one before it. We afflicted them with the plagues, perhaps they repent.",Rashad Khalifa
4374,43,49,"They said, ""O you magician, implore your Lord on our behalf (to relieve this plague), since you have an agreement with Him; we will then be guided.""",Rashad Khalifa
4375,43,50,"But as soon as we relieved their affliction, they reverted.",Rashad Khalifa
4376,43,51,"Pharaoh announced to his people, ""O my people, do I not possess the kingship over Egypt, and these flowing rivers belong to me? Do you not see?",Rashad Khalifa
4377,43,52,"""Which one is better; me or that one who is lowly and can hardly speak?",Rashad Khalifa
4378,43,53,"""How come he does not possess a treasure of gold; how come the angels do not accompany him?""",Rashad Khalifa
4379,43,54,"He thus fooled his people, and they obeyed him; they were wicked people.",Rashad Khalifa
4380,43,55,"When they persisted in opposing us, we punished them and drowned them all.",Rashad Khalifa
4381,43,56,We rendered them a precedent and an example for the others.,Rashad Khalifa
4382,43,57,"When the son of Mary was cited as an example, your people disregarded it.",Rashad Khalifa
4383,43,58,"They said, ""Is it better to worship our gods, or to worship him?"" They said this only to argue with you. Indeed, they are people who have joined the opposition.",Rashad Khalifa
4384,43,59,"He was no more than a servant whom we blessed, and we sent him as an example for the Children of Israel.",Rashad Khalifa
4385,43,60,"If we willed, we could have made you angels who colonize and reproduce on earth.",Rashad Khalifa
4386,43,61,"He is to serve as a marker for knowing the end of the world, so you can no longer harbor any doubt about it. You shall follow Me; this is the right path.",Rashad Khalifa
4387,43,62,Let not the devil repel you; he is your most ardent enemy.,Rashad Khalifa
4388,43,63,"When Jesus went with the proofs, he said, ""I bring to you wisdom, and to clarify some of the matters in which you dispute. You shall reverence GOD and obey me.",Rashad Khalifa
4389,43,64,"""GOD is my Lord and your Lord, you shall worship Him alone. This is the right path.""",Rashad Khalifa
4390,43,65,The opponents disputed among themselves. Woe to those who transgress from the retribution of a painful day.,Rashad Khalifa
4391,43,66,Are they waiting for the Hour (Day of Judgment) to come to them suddenly when they least expect it?,Rashad Khalifa
4392,43,67,"The close friends on that day will become enemies of one another, except for the righteous.",Rashad Khalifa
4393,43,68,"O My servants, you will have no fear on that day, nor will you grieve.",Rashad Khalifa
4394,43,69,"They are the ones who believed in our revelations, and were submitters.",Rashad Khalifa
