sira,sure,ayet,metin,hoca,arapca
4268,41,50,"Şüphesiz ki kendisine dokunan bir zarardan sonra biz ona bir rahmet (bolluk) tattırırsak ""Bu benim hakkımdır;[1] o (Son) Saat'in gerçekleşeceğini de sanmıyorum; Rabbime döndürülmüş olursam bile şüphesiz ki O'nun katında benim için daha güzel (şeyler) vardır!"" der.[2] Kâfir olanlara (dünyada) yaptıklarını elbette bildireceğiz; onlara ağır azaptan elbette tattıracağız.",Mehmet Okuyan,وَلَئِنْ اَذَقْنَاهُ رَحْمَةً مِنَّا مِنْ بَعْدِ ضَرَّٓاءَ مَسَّتْهُ لَيَقُولَنَّ هٰذَا ل۪يۙ وَمَٓا اَظُنُّ السَّاعَةَ قَٓائِمَةًۙ وَلَئِنْ رُجِعْتُ اِلٰى رَبّ۪ٓي اِنَّ ل۪ي عِنْدَهُ لَلْحُسْنٰىۚ فَلَنُنَبِّئَنَّ الَّذ۪ينَ كَفَرُوا بِمَا عَمِلُواۘ وَلَنُذ۪يقَنَّهُمْ مِنْ عَذَابٍ غَل۪يظٍ
4269,41,51,Biz o (nankör) insana nimet verdiğimizde yüz çevirip yan çizer.[1]Kendisine bir şer dokunduğu zaman da uzun yakarışta bulunur.,Mehmet Okuyan,وَاِذَٓا اَنْعَمْنَا عَلَى الْاِنْسَانِ اَعْرَضَ وَنَاٰ بِجَانِبِه۪ۚ وَاِذَا مَسَّهُ الشَّرُّ فَذُو دُعَٓاءٍ عَر۪يضٍ
4270,41,52,"De ki: ""Bir düşünsenize,[1] o (Kur'an) Allah katından ise siz de onu inkâr etmişseniz, o zaman uzak bir ayrılıkta olandan daha sapkın kim olabilir ki!""[2]",Mehmet Okuyan,قُلْ اَرَاَيْتُمْ اِنْ كَانَ مِنْ عِنْدِ اللّٰهِ ثُمَّ كَفَرْتُمْ بِه۪ مَنْ اَضَلُّ مِمَّنْ هُوَ ف۪ي شِقَاقٍ بَع۪يدٍ
4271,41,53,Onlara ufuklardaki ve kendi nefislerindeki delillerimizi ileride göstereceğiz[1] ki onun (Kur'an'ın) gerçekliği onlara apaçık olsun. Rabbinin her şeye şahit olması yetmez mi!,Mehmet Okuyan,سَنُر۪يهِمْ اٰيَاتِنَا فِي الْاٰفَاقِ وَف۪ٓي اَنْفُسِهِمْ حَتّٰى يَتَبَـيَّنَ لَهُمْ اَنَّهُ الْحَقُّۜ اَوَلَمْ يَكْفِ بِرَبِّكَ اَنَّهُ عَلٰى كُلِّ شَيْءٍ شَه۪يدٌ
4272,41,54,"Dikkat edin! Onlar, Rableriyle karşılaşma konusunda şüphe içindedir. Dikkat edin! Şüphesiz ki O her şeyi kuşatıcıdır.",Mehmet Okuyan,اَلَٓا اِنَّهُمْ ف۪ي مِرْيَةٍ مِنْ لِقَٓاءِ رَبِّهِمْۜ  اَلَٓا اِنَّهُ بِكُلِّ شَيْءٍ مُح۪يطٌ
4273,42,1,Hâ. Mîm.,Mehmet Okuyan,حٰمٓ
4274,42,2,Ayn. Sîn. Kâf.[1],Mehmet Okuyan,عٓسٓقٓ۠
4275,42,3,"Güçlü, doğru hüküm veren Allah senden öncekilere (olduğu gibi) sana da işte böyle vahyetmektedir.",Mehmet Okuyan,كَذٰلِكَ يُوح۪ٓي اِلَيْكَ وَاِلَى الَّذ۪ينَ مِنْ قَبْلِكَۙ اللّٰهُ الْعَز۪يزُ الْحَك۪يمُ
4276,42,4,"Göklerde ve yerde ne varsa hepsi yalnızca O'na aittir. O yücedir, büyüktür.",Mehmet Okuyan,لَهُ مَا فِي السَّمٰوَاتِ وَمَا فِي الْاَرْضِۜ وَهُوَ الْعَلِيُّ الْعَظ۪يمُ
4277,42,5,"Neredeyse üstlerinden gökler çatlayacak![1] Melekler de Rablerini hamd (övgü) ile tesbih ediyor (yüceltiyorlar) ve yeryüzündekiler için bağışlanma diliyorlar.[2] Dikkat edin! Yalnızca Allah çok bağışlayandır, çok merhametlidir.",Mehmet Okuyan,تَكَادُ السَّمٰوَاتُ يَتَفَطَّرْنَ مِنْ فَوْقِهِنَّ وَالْمَلٰٓئِكَةُ يُسَبِّحُونَ بِحَمْدِ رَبِّهِمْ وَيَسْتَغْفِرُونَ لِمَنْ فِي الْاَرْضِۜ اَلَٓا اِنَّ اللّٰهَ هُوَ الْغَفُورُ الرَّح۪يمُ
4278,42,6,O'nun peşi sıra dostlar edinenleri Allah daima gözetlemektedir. Sen onlar üzerinde asla vekil (güven kaynağı) değilsin.[1],Mehmet Okuyan,وَالَّذ۪ينَ اتَّخَذُوا مِنْ دُونِه۪ٓ اَوْلِيَٓاءَ اللّٰهُ حَف۪يظٌ عَلَيْهِمْۘ وَمَٓا اَنْتَ عَلَيْهِمْ بِوَك۪يلٍ
4279,42,7,"Şehirlerin anasını[1] (Mekkelileri) ve onun çevresindekileri uyarman[2] ve asla şüphe olmayan toplanma günüyle (ilgili) onları uyarman için sana böyle Arapça bir Kur'an vahyettik. (İnsanların) bir bölümü cennette, bir bölümü de çılgın alevli cehennemde (olacak)tır.",Mehmet Okuyan,وَكَذٰلِكَ اَوْحَيْنَٓا اِلَيْكَ قُرْاٰناً عَرَبِياًّ لِتُنْذِرَ اُمَّ الْقُرٰى وَمَنْ حَوْلَهَا وَتُنْذِرَ يَوْمَ الْجَمْعِ لَا رَيْبَ ف۪يهِۜ فَر۪يقٌ فِي الْجَنَّةِ وَفَر۪يقٌ فِي السَّع۪يرِ
4280,42,8,"Allah dileseydi onları tek bir ümmet yapardı.[1] Fakat O, dileyeni (layık gördüğünü) rahmetine koyar. Zalimlerin ise hiçbir dostu ve yardımcısı yoktur.",Mehmet Okuyan,وَلَوْ شَٓاءَ اللّٰهُ لَجَعَلَهُمْ اُمَّةً وَاحِدَةً وَلٰكِنْ يُدْخِلُ مَنْ يَشَٓاءُ ف۪ي رَحْمَتِه۪ۜ وَالظَّالِمُونَ مَا لَهُمْ مِنْ وَلِيٍّ وَلَا نَص۪يرٍ
4281,42,9,"Yoksa onlar, Allah'ın peşi sıra başka dostlar mı edindiler! (Oysa) Allah -işte O- gerçek dosttur. O ölüleri diriltecektir; O her şeye gücü yetendir.",Mehmet Okuyan,اَمِ اتَّخَذُوا مِنْ دُونِه۪ٓ اَوْلِيَٓاءَۚ  فَاللّٰهُ هُوَ الْوَلِيُّ وَهُوَ يُحْـيِ الْمَوْتٰىۘ وَهُوَ عَلٰى كُلِّ شَيْءٍ قَد۪يرٌ۟
4282,42,10,"Ayrılığa düştüğünüz herhangi bir şeydeki (konunun) hükmü Allah'a aittir. İşte, Rabbim Allah budur. Yalnızca O'na güvendim ve yalnızca O'na yönelirim.",Mehmet Okuyan,وَمَا اخْتَلَفْتُمْ ف۪يهِ مِنْ شَيْءٍ فَحُكْمُهُٓ اِلَى اللّٰهِۜ ذٰلِكُمُ اللّٰهُ رَبّ۪ي عَلَيْهِ تَوَكَّلْتُۗ وَاِلَيْهِ اُن۪يبُ
4283,42,11,"O, gökleri ve yeri yoktan yaratandır.[1] Size kendinizden eşler, hayvanlardan da (kendilerine) eşler yaratmıştır; bu (düzen)de sizi (çoğaltıp) yaymaktadır. Hiçbir şey, O'nun benzeri gibi bile olamaz.[2] O duyandır, görendir.[3]",Mehmet Okuyan,فَاطِرُ السَّمٰوَاتِ وَالْاَرْضِۜ جَعَلَ لَكُمْ مِنْ اَنْفُسِكُمْ اَزْوَاجاً وَمِنَ الْاَنْعَامِ اَزْوَاجاًۚ يَذْرَؤُ۬كُمْ ف۪يهِۜ لَيْسَ كَمِثْلِه۪ شَيْءٌۚ وَهُوَ السَّم۪يعُ الْبَص۪يرُ
4284,42,12,"Göklerin ve yerin anahtarları, yalnızca O'nun (katında)dır.[1] (Allah) rızkı dilediğine açarak (bol) da verebilir, kısarak (dar) da.[2] Şüphesiz ki O her şeyi bilendir.",Mehmet Okuyan,لَهُ مَقَال۪يدُ السَّمٰوَاتِ وَالْاَرْضِۚ يَبْسُطُ الرِّزْقَ لِمَنْ يَشَٓاءُ وَيَقْدِرُۜ اِنَّهُ بِكُلِّ شَيْءٍ عَل۪يمٌ
4285,42,13,"""Dini ayakta tutun ve onda ayrılığa düşmeyin!"" diye Nuh'a tavsiye ettiğini, sana vahyettiğimizi, İbrahim'e, Musa'ya ve İsa'ya tavsiye ettiğimizi (Allah) size de din kıldı.[1] (Fakat) kendilerini çağırdığın bu (din) ortak koşanlara ağır geldi.[2] Allah dilediğini (layık olanı) kendisine (peygamber olarak) seçer[3] ve kendisine yöneleni de doğru yola ulaştırır.[4]",Mehmet Okuyan,شَرَعَ لَكُمْ مِنَ الدّ۪ينِ مَا وَصّٰى بِه۪ نُوحاً وَالَّـذ۪ٓي اَوْحَيْنَٓا اِلَيْكَ وَمَا وَصَّيْنَا بِه۪ٓ اِبْرٰه۪يمَ وَمُوسٰى وَع۪يسٰٓى اَنْ اَق۪يمُوا الدّ۪ينَ وَلَا تَتَفَرَّقُوا ف۪يهِۜ   كَبُرَ عَلَى الْمُشْرِك۪ينَ مَا تَدْعُوهُمْ اِلَيْهِۜ اَللّٰهُ يَجْتَب۪ٓي اِلَيْهِ مَنْ يَشَٓاءُ وَيَهْد۪ٓي اِلَيْهِ مَنْ يُن۪يبُ
4286,42,14,"Kendilerine bilgi geldikten sonra, sadece aralarındaki kıskançlık yüzünden ayrılığa düştüler.[1] Belirli bir süreye kadar Rabbinden bir söz geçmemiş olsaydı, elbette aralarında hüküm verilirdi. Onlardan sonra kitaba vâris kılınanlar (Mekkeliler) de şüphesiz ki ondan (Kur'an'dan) kuşkulandıran bir şüphe içindedir.",Mehmet Okuyan,وَمَا تَفَرَّقُٓوا اِلَّا مِنْ بَعْدِ مَا جَٓاءَهُمُ الْعِلْمُ بَغْياً بَيْنَهُمْۜ وَلَوْلَا كَلِمَةٌ سَبَقَتْ مِنْ رَبِّكَ اِلٰٓى اَجَلٍ مُسَمًّى لَقُضِيَ بَيْنَهُمْۜ وَاِنَّ الَّذ۪ينَ اُو۫رِثُوا الْكِتَابَ مِنْ بَعْدِهِمْ لَف۪ي شَكٍّ مِنْهُ مُر۪يبٍ
4287,42,15,"İşte onun için sen davet et ve emrolunduğun gibi doğru ol![1] Onların heveslerine uyma! De ki: ""Ben Allah'ın indirdiği (her) kitaba inandım ve aranızda adaleti gerçekleştirmekle emrolundum. Allah bizim de Rabbimizdir; sizin de Rabbinizdir. Bizim işlediklerimiz bize, sizin işledikleriniz de sizedir.[2] Sizinle bizim aramızda delil (getirmeye gerek) yok. Allah hepimizi bir araya toplayacaktır; dönüş de yalnızca O'nadır.",Mehmet Okuyan,فَلِذٰلِكَ فَادْعُۚ وَاسْتَقِمْ كَمَٓا اُمِرْتَۚ وَلَا تَتَّبِعْ اَهْوَٓاءَهُمْۚ وَقُلْ اٰمَنْتُ بِمَٓا اَنْزَلَ اللّٰهُ مِنْ كِتَابٍۚ وَاُمِرْتُ لِاَعْدِلَ بَيْنَكُمْۜ اَللّٰهُ رَبُّنَا وَرَبُّكُمْۜ لَـنَٓا اَعْمَالُنَا وَلَكُمْ اَعْمَالُكُمْۜ لَا حُجَّةَ بَيْنَنَا وَبَيْنَكُمْۜ اَللّٰهُ يَجْمَعُ بَيْنَنَاۚ وَاِلَيْهِ الْمَص۪يرُۜ
4288,42,16,"Çağrısına (duasına) cevap verildikten sonra, Allah hakkında tartışmaya girenlerin delilleri Rableri katında boştur. Onlara bir gazap vardır ve onlar için şiddetli bir (de) azap vardır.",Mehmet Okuyan,وَالَّذ۪ينَ يُحَٓاجُّونَ فِي اللّٰهِ مِنْ بَعْدِ مَا اسْتُج۪يبَ لَهُ حُجَّتُهُمْ دَاحِضَةٌ عِنْدَ رَبِّهِمْ وَعَلَيْهِمْ غَضَبٌ وَلَهُمْ عَذَابٌ شَد۪يدٌ
4289,42,17,Kitabı ve ölçüyü bir amaç ile indiren Allah'tır.[1] Belki de o (Son) Saat çok yakındır.[2] Onu sana bildirecek olan ne olabilir ki![3],Mehmet Okuyan,اَللّٰهُ الَّـذ۪ٓي اَنْزَلَ الْكِتَابَ بِالْحَقِّ وَالْم۪يزَانَۜ وَمَا يُدْر۪يكَ لَعَلَّ السَّاعَةَ قَر۪يبٌ
4290,42,18,"Ona (Son Saat'e) inanmayanlar, onunla ilgili olarak acele ederler. İnananlar ise ondan korkar ve onun gerçek olduğunu bilirler. Dikkat edin! O (Son) Saat hakkında tartışanlar, uzak bir sapkınlık içindedir.",Mehmet Okuyan,يَسْتَعْجِلُ بِهَا الَّذ۪ينَ لَا يُؤْمِنُونَ بِهَاۚ وَالَّذ۪ينَ اٰمَنُوا مُشْفِقُونَ مِنْهَاۙ وَيَعْلَمُونَ اَنَّهَا الْحَقُّۜ اَلَٓا اِنَّ الَّذ۪ينَ يُمَارُونَ فِي السَّاعَةِ لَف۪ي ضَلَالٍ بَع۪يدٍ
4291,42,19,"Allah kullarına cömerttir; dilediğini rızıklandırır. O kuvvetlidir, güçlüdür.",Mehmet Okuyan,اَللّٰهُ لَط۪يفٌ بِعِبَادِه۪ يَرْزُقُ مَنْ يَشَٓاءُۚ وَهُوَ الْقَوِيُّ الْعَز۪يزُ۟
4292,42,20,"Kim ahiret kazancını istiyorsa, onun kazancını artırırız. Kim de dünya kazancını istiyorsa ona da ondan (bir şeyler) veririz. Fakat onun ahirette hiçbir payı yoktur.",Mehmet Okuyan,مَنْ كَانَ يُر۪يدُ حَرْثَ الْاٰخِرَةِ نَزِدْ لَهُ ف۪ي حَرْثِه۪ۚ وَمَنْ كَانَ يُر۪يدُ حَرْثَ الدُّنْيَا نُؤْتِه۪ مِنْهَا وَمَا لَهُ فِي الْاٰخِرَةِ مِنْ نَص۪يبٍ
4293,42,21,"Yoksa onların, Allah'ın izin vermediği şeyleri kendilerine dinî bir hüküm olarak belirleyen ortakları mı var![1] Ayırıcı söz[2] olmasaydı elbette aralarında hüküm verilirdi. Şüphesiz ki zalimlere elem verici bir azap vardır.",Mehmet Okuyan,اَمْ لَهُمْ شُرَكٰٓؤُ۬ا شَرَعُوا لَهُمْ مِنَ الدّ۪ينِ مَا لَمْ يَأْذَنْ بِهِ اللّٰهُۜ وَلَوْلَا كَلِمَةُ الْفَصْلِ لَقُضِيَ بَيْنَهُمْۜ وَاِنَّ الظَّالِم۪ينَ لَهُمْ عَذَابٌ اَل۪يمٌ
4294,42,22,Yaptıkları şeyler başlarına gelirken zalimlerin korkudan titrediklerini göreceksin. İman edip iyi işler yapanlar da cennetlerin bahçelerinde (olacaklar)dır. Rablerinin katında onlara diledikleri her şey vardır.[1] Asıl büyük lütuf işte budur.,Mehmet Okuyan,تَرَى الظَّالِم۪ينَ مُشْفِق۪ينَ مِمَّا كَسَبُوا وَهُوَ وَاقِـعٌ بِهِمْۜ وَالَّذ۪ينَ اٰمَنُوا وَعَمِلُوا الصَّالِحَاتِ ف۪ي رَوْضَاتِ الْجَنَّاتِۚ لَهُمْ مَا يَشَٓاؤُ۫نَ عِنْدَ رَبِّهِمْۜ ذٰلِكَ هُوَ الْفَضْلُ الْكَب۪يرُ
4295,42,23,"İşte Allah'ın, iman edip iyi işler yapan kullarına müjdelediği ödül budur. De ki: ""Ben buna karşılık (Allah'a) yakın olmayı sevmenizden başka sizden herhangi bir ücret istemiyorum.""[1] Kim güzel bir davranışta bulunursa onun (sevabını) güzelce artırırız. Şüphesiz ki Allah çok bağışlayandır, şükrün karşılığını çok verendir.",Mehmet Okuyan,ذٰلِكَ الَّذ۪ي يُبَشِّرُ اللّٰهُ عِبَادَهُ الَّذ۪ينَ اٰمَنُوا وَعَمِلُوا الصَّالِحَاتِۜ قُلْ لَٓا اَسْـَٔلُكُمْ عَلَيْهِ اَجْراً اِلَّا الْمَوَدَّةَ فِي الْقُرْبٰىۜ وَمَنْ يَقْتَرِفْ حَسَنَةً نَزِدْ لَهُ ف۪يهَا حُسْناًۜ اِنَّ اللّٰهَ غَفُورٌ شَكُورٌ
4296,42,24,"Yoksa onlar (senin için) ""Allah'a yalan uydurdu""[1] mu diyorlar? Allah dilerse senin de kalbini mühürler(di).[2] Allah batılı yok eder; sözleriyle gerçeği ortaya koyar.[3] Şüphesiz ki O göğüslerin (kalplerin) özünü bilendir.",Mehmet Okuyan,اَمْ يَقُولُونَ افْتَرٰى عَلَى اللّٰهِ كَذِباًۚ فَاِنْ يَشَأِ اللّٰهُ يَخْتِمْ عَلٰى قَلْبِكَۜ وَيَمْحُ اللّٰهُ الْبَاطِلَ وَيُحِقُّ الْحَقَّ بِكَلِمَاتِه۪ۜ اِنَّهُ عَل۪يمٌ بِذَاتِ الصُّدُورِ
4297,42,25,"O, kullarının tevbesini kabul eden, kötülükleri bağışlayan ve yaptıklarınızı bilendir.",Mehmet Okuyan,وَهُوَ الَّذ۪ي يَقْبَلُ التَّوْبَةَ عَنْ عِبَادِه۪ وَيَعْفُوا عَنِ السَّيِّـَٔاتِ وَيَعْلَمُ مَا تَفْعَلُونَۙ
4298,42,26,"(Allah) iman edip iyi işler yapanların çağrısına (duasına) cevap verir; lütfundan onların (ödülünü) artırır. Kâfirlere gelince, onlara da şiddetli bir azap vardır.",Mehmet Okuyan,وَيَسْتَج۪يبُ الَّذ۪ينَ اٰمَنُوا وَعَمِلُوا الصَّالِحَاتِ وَيَز۪يدُهُمْ مِنْ فَضْلِه۪ۜ وَالْكَافِرُونَ لَهُمْ عَذَابٌ شَد۪يدٌ
4299,42,27,"Allah kullarına rızkı bolca verseydi yeryüzünde azarlardı. Fakat O, (rızkı) dilediği ölçüde indirir. Şüphesiz ki O, kullarından haberdardır, görendir.",Mehmet Okuyan,وَلَوْ بَسَطَ اللّٰهُ الرِّزْقَ لِعِبَادِه۪ لَبَغَوْا فِي الْاَرْضِ وَلٰكِنْ يُنَزِّلُ بِقَدَرٍ مَا يَشَٓاءُۜ اِنَّهُ بِعِبَادِه۪ خَب۪يرٌ بَص۪يرٌ
4300,42,28,"O, (insanlar) umutlarını kestikten sonra yağmuru indiren, rahmetini her tarafa yayandır. O dosttur, övülmeye layık olandır.",Mehmet Okuyan,وَهُوَ الَّذ۪ي يُنَزِّلُ الْغَيْثَ مِنْ بَعْدِ مَا قَنَطُوا وَيَنْشُرُ رَحْمَتَهُۜ  وَهُوَ الْوَلِيُّ الْحَم۪يدُ
4301,42,29,"Gökleri, yeri ve bu ikisinde yaydığı canlıları yaratması da O'nun delillerindendir.[1] O, dilediği zaman bunları bir araya toplamaya da gücü yetendir.",Mehmet Okuyan,وَمِنْ اٰيَاتِه۪ خَلْقُ السَّمٰوَاتِ وَالْاَرْضِ وَمَا بَثَّ ف۪يهِمَا مِنْ دَٓابَّةٍۜ وَهُوَ عَلٰى جَمْعِهِمْ اِذَا يَشَٓاءُ قَد۪يرٌ۟
4302,42,30,"Başınıza gelen herhangi bir musibet, kendi ellerinizle kazandıklarınız (yaptıklarınız) yüzündendir.[1] (Allah) çoğunu da affeder.",Mehmet Okuyan,وَمَٓا اَصَابَكُمْ مِنْ مُص۪يبَةٍ فَبِمَا كَسَبَتْ اَيْد۪يكُمْ وَيَعْفُوا عَنْ كَث۪يرٍۜ
4303,42,31,Yeryüzünde (O'nu) asla aciz bırakamazsınız.[1] Sizin için Allah'a rağmen dost da yardımcı da yoktur.,Mehmet Okuyan,وَمَٓا اَنْتُمْ بِمُعْجِز۪ينَ فِي الْاَرْضِۚ وَمَا لَكُمْ مِنْ دُونِ اللّٰهِ مِنْ وَلِيٍّ وَلَا نَص۪يرٍ
4304,42,32,Denizde dağlar gibi akıp giden (gemi)ler de O'nun (varlığının) delillerindendir.[1],Mehmet Okuyan,وَمِنْ اٰيَاتِهِ الْجَوَارِ فِي الْبَحْرِ كَالْاَعْلَامِۜ
4305,42,33,"(Allah) dilerse rüzgârı durdurur da (gemiler denizin) üzerinde (öylece) kalakalırlar. Şüphesiz ki bunda, çok sabreden, çok şükreden herkes için dersler vardır.",Mehmet Okuyan,اِنْ يَشَأْ يُسْكِنِ الرّ۪يحَ فَيَظْلَلْنَ رَوَاكِدَ عَلٰى ظَهْرِه۪ۜ اِنَّ ف۪ي ذٰلِكَ لَاٰيَاتٍ لِكُلِّ صَبَّارٍ شَكُورٍۙ
4306,42,34,Veya (Allah)yaptıkları yüzünden onları helak eder; pek çoğunu da affeder.[1],Mehmet Okuyan,اَوْ يُوبِقْهُنَّ بِمَا كَسَبُوا وَيَعْفُ عَنْ كَث۪يرٍۘ
4307,42,35,"Ayetlerimiz hakkında tartışanlar (var ya), onlar için kaçacak yer yoktur.",Mehmet Okuyan,وَيَعْلَمَ الَّذ۪ينَ يُجَادِلُونَ ف۪ٓي اٰيَاتِنَاۜ مَا لَهُمْ مِنْ مَح۪يصٍ
4308,42,36,"Size verilen şeyler, dünya hayatının geçimliğidir. Allah katında olanlar ise iman edip sadece Rablerine güvenenler için hayırlı ve kalıcı olandır.[1]",Mehmet Okuyan,فَمَٓا اُو۫ت۪يتُمْ مِنْ شَيْءٍ فَمَتَاعُ الْحَيٰوةِ الدُّنْيَاۚ وَمَا عِنْدَ اللّٰهِ خَيْرٌ وَاَبْقٰى لِلَّذ۪ينَ اٰمَنُوا وَعَلٰى رَبِّهِمْ يَتَوَكَّلُونَۚ
4309,42,37,Onlar büyük günahlardan ve çirkinliklerden kaçınır;[1] kızdıkları zaman da bağışlarlar.[2],Mehmet Okuyan,وَالَّذ۪ينَ يَجْتَنِبُونَ كَـبَٓائِرَ الْاِثْمِ وَالْفَوَاحِشَ وَاِذَا مَا غَضِبُوا هُمْ يَغْفِرُونَۚ
