kelime,arapca_harfler,anlam
tefekkürât,تاﺮﮑﻔﺕ,"düşünmeler, düşünceler."
tefelsüf,ﻒﺴﻠﻔﺕ,felsefe yapma.
teferru’ât,تﺎﻋﺮﻔﺕ,ayrıntılar.
teferrüc,جﺮﻔﺕ,gezinti.
teferrüd,دﺮﻔﺕ,1.yalnızlık. 2.benzersizlik.
tefessüh,ﺦﺴﻔﺕ,"çürüme, çürüyerek dağılma."
tefevvuh,ﻩﻮﻔﺕ,dile getirme.
tefevvuk,قﻮﻔﺕ,üstünlük.
tefhîm,ﻢﻴﺨﻔﺕ,"yüceltme, ululama."
tefhîm,ﻢﻴﻬﻔﺕ,anlatma.
tefrîh,ﺢیﺮﻔﺕ,ferahlık verme.
tefrîk,ﻖیﺮﻔﺕ,"ayırma, ayırdetme."
tefrika,ﻪﻗﺮﻔﺕ,1.bölücülük. 2.ayrılma. 3.bölüm bölüm yayınlama.
tefriş,ﺶیﺮﻔﺕ,döşeme.
tefrişat,تﺎﺸیﺮﻔﺕ,döşemeler.
tefrît,ﻂیﺮﻔﺕ,aşırılık.
tefsir,ﺮﻴﺴﻔﺕ,yorum.
tefsirât,تاﺮﻴﺴﻔﺕ,yorumlar.
teftîn,ﻦﻴﺘﻔﺕ,1.fitne sokma. 2.meftun etme.
teftiş,ﺶﻴﺘﻔﺕ,denetleme.
tefviz,ﺾیﻮﻔﺕ,1.birine bırakma. 2.ihale etme.
tegafül,ﻞﻓﺎﻐﺕ,"bilmezlikten gelme, anlamazlıktan gelme."
tegayür,ﺮیﺎﻐﺕ,zıtlık.
tegayyür,ﺮﻴﻐﺕ,"değişme, başkalaşma."
tegazzül,لﺰﻐﺕ,gazel söyleme.
tehâcî,ﯽﺝﺎﻬﺕ,hicivleşme.
tehâcüm,ﻢﺝﺎﻬﺕ,1.saldırı. 2.üşüşme.
tehallüf,ﻒﻠﺨﺕ,"uygunsuzluk, uymama."
tehallüs,ﺺﻠﺨﺕ,mahlas kullanma.
tehâlüf,ﻒﻝﺎﺨﺕ,"1.uygunsuzluk, uymama. 2.farklılık."
tehâlük,ﮏﻝﺎﻬﺕ,"can atış, can atma, atılma, çok arzu etme."
tehâsum,ﻢﺹﺎﺨﺕ,birbirine düşmanlık gütme.
tehâşî,ﯽﺵﺎﺤﺕ,çekinme.
tehâvün,نوﺎﻬﺕ,hafife alma.
tehcîr,ﺮﻴﺠﻬﺕ,"göçe zorlama, göç ettirme."
tehdîd,ﺪیﺪﻬﺕ,gözdağı.
tehdîden,اﺪیﺪﻬﺕ,gözdağı vererek tehdit ederek.
teheccî,ﯽﺠﻬﺕ,heceleme.
tehevvu,عﻮﻬﺕ,kusma.
tehevvür,رﻮﻬﺕ,"küplere binme, köpürme."
teheyyüc,ﺞﻴﻬﺕ,heyecanlanma.
tehiyye,ﻪﻴﻬﺕ,hazırlama.
tehniyet,ﺖﻴﻨﻬﺕ,kutlama.
tehyie,ﻪﺌﻴﻬﺕ,hazırlama.
tehzîb,ﺐیﺬﻬﺕ,süsleme.
tehzîl,ﻞیﺰﻬﺕ,alaya alış.
tehzîz,ﺰیﺰﻬﺕ,titretme.
tekabül,ﻞﺑﺎﻘﺕ,karşılama.
tekâlîf,ﻒﻴﻝﺎﮑﺕ,"1.öneriler, teklifler. 2.vergiler. 3.ibadetler."
tekâmül,ﻞﻡﺎﮑﺕ,1.olgunlaşma. 2.evrim.
tekârîr,ﺮیرﺎﻘﺕ,önergeler.
tekârub,برﺎﻘﺕ,yakınlaşma.
tekâsüf,ﻒﺛﺎﮑﺕ,1.yoğunlaşma. 2.koyulaşma.
tekâsül,ﻞﺱﺎﮑﺕ,"üşengeçlik, tembellik."
tekâsür,ﺮﺛﺎﮑﺕ,çoğalma.
tekâtu’,ﻊﻃﺎﻘﺕ,kesişme.
tekâüd,ﺪﻋﺎﻘﺕ,emeklilik.
tekâüdiye,ﻪیﺪﻋﺎﻘﺕ,emekli aylığı.
tekâvîm,ﻢیوﺎﻘﺕ,takvimler.
tekâyâ,ﺎیﺎﮑﺕ,tekkeler.
tekbîr,ﺮﻴﺒﮑﺕ,Allahuekber deme.
tekdîr,ﺮیﺪﮑﺕ,1.azarlama. 2.bulandırma.
tekebbür,ﺮﺒﮑﺕ,büyüklük taslama.
tekeffül,ﻞﻔﮑﺕ,kefil olma.
tekellüm,ﻢﻠﮑﺕ,konuşma.
tekemmül,ﻞﻤﮑﺕ,1.tamamlanma. 2.olgunlaşma.
tekerrür,رﺮﮑﺕ,tekrarlanma.
tekessur,ﺮﺴﮑﺕ,kırılma.
tekessür,ﺮﺜﮑﺕ,çoğalma.
tekevvün,نﻮﮑﺕ,"oluşum, oluşma."
tekevvünât,تﺎﻥﻮﮑﺕ,"oluşumlar, oluşmalar."
tekeyyüf,ﻒﻴﮑﺕ,keyiflenme.
tekfîl,ﻞﻴﻔﮑﺕ,"kefil etme, kefil gösterme."
tekfîn,ﻦﻴﻔﮑﺕ,kefenleme.
tekfîr,ﺮﻴﻔﮑﺕ,kafirlikle suçlama.
teklîf,ﻒﻴﻠﮑﺕ,1.öneri. 2.vergi.
teklîfât,تﺎﻔﻴﻠﮑﺕ,öneriler.
tekmîl,ﻞﻴﻤﮑﺕ,"1.tamamlama. 2.bütün, tüm."
tekmile,ﻪﻠﻤﮑﺕ,ek.
tekrâr,راﺮﮑﺕ,yine.
tekrâren,اراﺮﮑﺕ,tekrar tekrar.
tekrîm,ﻢیﺮﮑﺕ,saygı gösterme.
tekrîr,ﺮیﺮﮑﺕ,tekrarlama.
teksîf,ﻒﻴﺜﮑﺕ,1.yoğunlaştırma. 2.toplama.
teksîr,ﺮﻴﺜﮑﺕ,çoğaltma.
tekvîn,ﻦیﻮﮑﺕ,"yaratma, var etme."
tekye,ﻪﻴﮑﺕ,tekke.
tekzîb,ﺐیﺬﮑﺕ,yalanlama.
tel’în,ﻦﻴﻌﻠﺕ,lanetleme.
telâfî,ﯽﻓﻼﺕ,zarar karşılama.
telâkî,ﯽﻗﻼﺕ,"buluşma, görüşme."
telakkî,ﯽﻘﻠﺕ,"anlayış, görüş, değerlendirme."
telakkiyât,تﺎﻴﻘﻠﺕ,"görüşler, anlayışlar, değerlendirmeler."
telâmîz,ﺬﻴﻡﻼﺕ,öğrenciler.
telâsuk,ﻖﺹﻼﺕ,"bitişme, yapışma."
telâşî,ﯽﺵﻼﺕ,dağılma.
telattuf,ﻒﻄﻠﺕ,yumuşak davranma.
telâtum,ﻢﻃﻼﺕ,çalkantı.
telbîs,ﺲﻴﺒﻠﺕ,hile yaparak aldatma.
tele,ﻪﻠﺕ,"kapan, tuzak."
tele’lu,ﺆﻝﻸﺕ,ışıldama.
telebbüs,ﺲﺒﻠﺕ,giyinme.
telef,ﻒﻠﺕ,1.ölme. 2.boşa gitme.
telefât,تﺎﻔﻠﺕ,"can kaybı, ölümler."
telehhüf,ﻒﻬﻠﺕ,yanıp yakılma.
telemmüz,ﺬﻤﻠﺕ,öğrencilik.
televvün,نﻮﻠﺕ,yanardönerlik.
telhîs,ﺺﻴﺨﻠﺕ,1.kısaltma. 2.özetleme.
telhîsen,ﺎﺼﻴﺨﻠﺕ,özetle.
telkîh,ﺢﻴﻘﻠﺕ,aşılama.
telkîn,ﻦﻴﻘﻠﺕ,"öğretme, kulağına anlatma."
telkînî,ﯽﻨﻴﻘﻠﺕ,telkine dayalı.
tell,ﻞﺕ,"tepe, sırt."
telmîh,ﺢﻴﻤﻠﺕ,"gönderme, îmâlı anlatma."
telmîhât,تﺎﺤﻴﻤﻠﺕ,"göndermeler, îmâlı anlatmalar.."
telmîhen,ﺎﺤﻴﻤﻠﺕ,göndermede bulunarak.
telvîn,ﻦیﻮﻠﺕ,boyama.
temâdî,یدﺎﻤﺕ,"uzama, sürme."
temâs,سﺎﻤﺕ,dokunma.
temâsîl,ﻞﻴﺛﺎﻤﺕ,1.resimler. 2.semboller.
temâsül,ﻞﺛﺎﻤﺕ,benzeşme.
temâyül,ﻞیﺎﻤﺕ,eğilim.
temâyülât,تﻼیﺎﻤﺕ,eğilimler.
temâyüz,ﺰیﺎﻤﺕ,"seçkinlik, üstünlük, ayrıcalık."
temcîd,ﺪﻴﺠﻤﺕ,ululama.
temdîd,ﺪیﺪﻤﺕ,1.uzatma. 2.süre uzatma.
temeddün,نﺪﻤﺕ,uygarlık.
temekkün,ﻦﮑﻤﺕ,yerleşme.
temelluk,ﻖﻠﻤﺕ,yaltaklanma.
temellük,ﮏﻠﻤﺕ,mülk edinme.
temennî,ﯽﻨﻤﺕ,"istek, arzu."
temerküz,ﺰﮐﺮﻤﺕ,"toplanma, yığılışma."
temerrüd,دﺮﻤﺕ,"dikbaşlılık, direniş."
temeshur,ﺮﺨﺴﻤﺕ,maskaralık.
temettü,ﻊﺘﻤﺕ,"kazanç, kâr."
temevvüc,جﻮﻤﺕ,dalgalanma.
temevvül,لﻮﻤﺕ,zenginlik.
temeyyüz,ﺰﻴﻤﺕ,"kendini gösterme, sivrilme, ayrıcalık kazanma."
temîn,ﻦﻴﻡﺄﺕ,"1.gerçekleştirme, sağlama. 2.gerçekleştirilme, sağlanma."
temînât,تﺎﻨﻴﻡﺄﺕ,güvence parası.
temînen,ﺎﻨﻴﻡﺄﺕ,"sağlanarak, temin edilerek."
temkîn,ﻦﻴﮑﻤﺕ,1.ihtiyatlı davranma. 2.sağlamlık. 3.ağırbaşlılık.
temlîk,ﮏﻴﻠﻤﺕ,"mülk verme, mülk edindirme."
temr,ﺮﻤﺕ,hurma.
temrîn,ﻦیﺮﻤﺕ,"alıştırma, egzersiz."
temsîl,ﻞﻴﺜﻤﺕ,1.tiyatro oyunu. 2.sözgelişi. 3.özümseme.
temsîlât,تﻼﻴﺜﻤﺕ,tiyatro oyunları.
temyîz,ﺰﻴﻴﻤﺕ,1.ayırdetme. 2.seçme.
tena’um,ﻢﻌﻨﺕ,bolluk içinde yaşama.
tenâfür,ﺮﻓﺎﻨﺕ,1.birbirinden nefret etme. 2.kulağa hoş gelmeyen sözcükleri
tenahnuh,ﺢﻨﺤﻨﺕ,boğazını temizleme.
tenâkus,ﺺﻗﺎﻨﺕ,"eksilme, azalma."
tenâkuz,ﺾﻗﺎﻨﺕ,çelişki.
tenâkür,ﺮﮐﺎﻨﺕ,antipati.
tenâsur,ﺮﺹﺎﻨﺕ,yardımlaşma.
tenâsüb,ﺐﺱﺎﻨﺕ,1.uygunluk. 2.orantı.
tenâsüh,ﺦﺱﺎﻨﺕ,ruhun bedenler arası göçü.
tenâsül,ﻞﺱﺎﻨﺕ,"üreme, üreyiş."
tenâsülî,ﯽﻠﺱﺎﻨﺕ,üreyiş ile ilgili.
tenâvüb,بوﺎﻨﺕ,dönüşüm.
tenâzur,ﺮﻇﺎﻨﺕ,"bakışma, bıkışım, simetri."
tenâzurî,یﺮﻇﺎﻨﺕ,"bakışık, simetrik."
tenbîh,ﻪﻴﺒﻨﺕ,"1.uyandırma. 2.uyarı, tembih."
tenbîhât,تﺎﻬﻴﺒﻨﺕ,"uyarılar, tembihler."
tenebbüh,ﻪﺒﻨﺕ,1.uyanma. 2.uyarım.
tenebbüt,ﺖﺒﻨﺕ,"bitme, yeşerme."
teneffür,ﺮﻔﻨﺕ,"nefret etme, iğrenme."
teneffüs,ﺲﻔﻨﺕ,1.soluk alma.
tenevvü',عﻮﻨﺕ,çeşitlilik.
tenevvür,رﻮﻨﺕ,aydınlanma.
tenezzüh,ﻩﺰﻨﺕ,gezinti.
tenezzül,لﺰﻨﺕ,1.alçalma. 2.alçakgönüllülük.
tenezzülen,ﻻﺰﻨﺕ,alçakgönüllülükle.
tenkîd,ﺪﻴﻘﻨﺕ,eleştiri.
tenkîdât,تاﺪﻴﻘﻨﺕ,eleştiriler.
tenkîh,ﺢﻴﻘﻨﺕ,nikahlama.
tenkîl,ﻞﻴﮑﻨﺕ,1.uzaklaştırma. 2.ortadan kaldırma. 3.cezalandırma.
tenkîs,ﺺﻴﻘﻨﺕ,"azaltma, eksiltme."
tenkîsât,تﺎﺼﻴﻘﻨﺕ,"azaltmalar, eksiltmeler."
tenmiye,ﻪﻴﻤﻨﺕ,"geliştirme, artırma, nemalandırma."
tennûr,رﻮﻨﺕ,1.tandır. 2.fırın.
tennûre,ﻩرﻮﻨﺕ,mevlevî dervişlerinin sema giysisi.
tensîb,ﺐﻴﺴﻨﺕ,uygun görme.
tensîk,ﻖﻴﺴﻨﺕ,"düzenleme, tertip etme."
tenşît,ﻂﻴﺸﻨﺕ,neşelendirme.
tenvîm,ﻢیﻮﻨﺕ,uyutma.
tenvîr,ﺮیﻮﻨﺕ,"1.aydınlatma, ışıklandırma. 2.düşünce yoluyla aydınlatma."
tenzîh,ﻪیﺰﻨﺕ,"arındırma, uzak tutma, kusur kondurmama."
tenzîl,ﻞیﺰﻨﺕ,1.indirme. 2.indirim.
tenzîlât,تﻼیﺰﻨﺕ,indirim.
ter’îb,ﺐﻴﻋﺮﺕ,korkutma.
terâfuk,ﻖﻓاﺮﺕ,yardımlaşma.
terahhum,ﻢﺣﺮﺕ,"acıma, merhamet etme."
terakkî,ﯽﻗﺮﺕ,"ilerleme, gelişme."
terakkiyât,تﺎﻴﻗﺮﺕ,ilerlemeler.
terâküm,ﻢﮐاﺮﺕ,"birikim, birikme, yığılma."
terbî’,ﻊﻴﺑﺮﺕ,1.dörtleme. 2.dördün.
terbiye,ﻪﻴﺑﺮﺕ,1.yetiştirme. 2.eğitim. 3.cezalandırma.
terbiyevî,یﻮﻴﺑﺮﺕ,eğitimsel.
terceme,ﻪﻤﺝﺮﺕ,çeviri.
tercî’,ﻊﻴﺝﺮﺕ,geri çevirme.
tercîh,ﺢﻴﺝﺮﺕ,yeğleme.
tercüman,نﺎﻤﺝﺮﺕ,"1.çevirmen. 2.duyguları, görüşleri dile getiren."
terdîd,ﺪیدﺮﺕ,geri çevirme.
terdîf,ﻒیدﺮﺕ,"1.ekleme, iliştirme. 2.terkiye alma."
tereddüd,ددﺮﺕ,1.gidip gelme.2.ikirciklenme.
tereke,ﻪﮐﺮﺕ,ölenin geride bıraktıkları.
terekküb,ﺐﮐﺮﺕ,1.oluşum. 2.bileşim.
terekkübât,تﺎﺒﮐﺮﺕ,oluşumlar.
terennüm,ﻢﻥﺮﺕ,"1. şarkı söyleme, şakıma. 2.dile getirme."
teressüb,ﺐﺱﺮﺕ,tortulanma.
tereşşüh,ﺢﺵﺮﺕ,sızıntı.
terettüb,ﺐﺕﺮﺕ,1.gerekme. 2.üzerine görev düşmek.
terfî’,ﻊﻴﻓﺮﺕ,1.yükseltme. 2.rütbesini yükseltme. 3.bir üst sınıfa geçme.
terfîk,ﻖﻴﻓﺮﺕ,1.ayak uydurma. 2.arkadaş etme.
tergîb,ﺐﻴﻏﺮﺕ,"rağbet ettirme, istek uyandırma."
terhîn,ﻦﻴهﺮﺕ,rehin bırakma.
terhis,ﺺﻴﺧﺮﺕ,1.izin verme. 2.askerlik süresi dolanı serbest bırakma.
terk,کﺮﺕ,1.bırakma. 2.vazgeçme. 3.ayrılma.
terkîb,ﺐﻴﮐﺮﺕ,"birleştirme, terkip."
terkuve,ﻩﻮﻗﺮﺕ,köprücük kemiği.
termîm,ﻢﻴﻡﺮﺕ,"onarma, onarım."
termîmât,تﺎﻤیﺮﺕ,onarımlar.
tersî’,ﻊﻴﺹﺮﺕ,"mücevher işleme, mücevher kakma."
tersîb,ﺐﻴﺱﺮﺕ,tortulandırma.
tersîm,ﻢﻴﺱﺮﺕ,"resmetme, resimleme."
tertîb,ﺐﻴﺕﺮﺕ,"1.dizme. 2.düzen. 3.hazırlama, düzenleme."
tertîbât,تﺎﺒﻴﺕﺮﺕ,"düzenlemeler, düzenler."
tervîc,ﺞیوﺮﺕ,"1.yaygınlaştırma, rayiç kılma. 2.değerini artırma."
terzîk,ﻖیزﺮﺕ,rızıklandırma.
terzîl,ﻞیذﺮﺕ,rezil etme.
tes’îd,ﺪﻴﻌﺴﺕ,kutlama.
tesâdüf,فدﺎﺼﺕ,1.rastlama. 2.rastlantı.
tesâdüfen,ﺎﻓدﺎﺼﺕ,"rastlantı eseri, rastgele."
tesâdüfî,ﯽﻓدﺎﺼﺕ,"rastlantı eseri, rastgele."
tesâdüm,مدﺎﺼﺕ,"çarpışma, tokuşma."
tesâhub,ﺐﺣﺎﺼﺕ,1.sahip çıkma. 2.arkadaşlık etme.
tesâmüh,ﺢﻡﺎﺴﺕ,hoşgörü.
tesânîf,ﻒﻴﻥﺎﺼﺕ,kitaplar.
tesânüd,ﺪﻥﺎﺴﺕ,dayanışma.
tesâud,ﺪﻋﺎﺼﺕ,"göklere yükselme, ağma."
tesâvî,یوﺎﺴﺕ,eşitlik.
tesâvîr,ﺮیوﺎﺼﺕ,"resimler, tasvirler."
tesbîh,ﺢﻴﺒﺴﺕ,tespih.
tesbît,ﺖﻴﺒﺜﺕ,"1.sağlamlaştırma, tutturma. 2.kanıtlama."
tescîl,ﻞﻴﺠﺴﺕ,"kayıt defterine geçirme, sicile kaydetme."
tesdîs,ﺲیﺪﺴﺕ,altılama.
tesellî,ﯽﻠﺴﺕ,avutma.
tesellüm,ﻢﻠﺴﺕ,teslim alma.
teselsül,ﻞﺴﻠﺴﺕ,zincirleme.
tesettür,ﺮﺘﺴﺕ,örtünme.
teseyyüb,ﺐﻴﺜﺕ,dul kalma.
teshîl,ﻞﻴﻬﺴﺕ,kolaylaştırma.
teshîlât,تﻼﻴﻬﺴﺕ,kolaylıklar.
teshîr,ﺮﻴﺨﺴﺕ,ele geçirme.
teshîr,ﺮﻴﺤﺴﺕ,büyüleme.
teskîn,ﻦﻴﮑﺴﺕ,"yatıştırma, sakinleştirme."
teslîh,ﺢﻴﻠﺴﺕ,1.silahlandırma. 2.silahlandırılma.
teslîm,ﻢﻴﻠﺴﺕ,"1.sahibine verme. 2.hakkını verme, doğrulama."
teslîs,ﺚﻴﻠﺜﺕ,üçleme.
tesmîm,ﻢﻴﻤﺴﺕ,1.zehirleme. 2.zehirlenme.
tesmiye,ﻪﻴﻤﺴﺕ,adlandırma.
tesrî’,ﻊیﺮﺴﺕ,hızlandırma.
tesvîd,ﺪیﻮﺴﺕ,1.karartma. 2.müsvedde yazma.
tesviye,ﻪیﻮﺴﺕ,1.eşitleme. 2.düzleme. 3.sonuçlandırma. 4.hesap kapatma.
teşa’şu’,ﻊﺸﻌﺸﺕ,ışıma.
teşa’ub,ﺐﻌﺸﺕ,"şubelenme, dallanma."
teşâbüh,ﻪﺑﺎﺸﺕ,benzeşme.
teşbîh,ﻪﻴﺒﺸﺕ,benzetme.
teşcî’,ﻊﻴﺠﺸﺕ,yüreklendirme.
teşdîd,ﺪیﺪﺸﺕ,"şiddetlendirme, arttırma, çoğaltma."
teşebbüs,ﺚﺒﺸﺕ,girişim.
teşebbüsât,تﺎﺜﺒﺸﺕ,girişimler.
teşekkül,ﻞﮑﺸﺕ,"oluşma, oluşum."
teşekkürât,تاﺮﮑﺸﺕ,teşekkürler.
teşennüc,ﺞﻨﺸﺕ,"kasılma, spazm."
teşerrüf,فﺮﺸﺕ,şereflenme.
teşevvüş,شﻮﺸﺕ,karışıklık.
teşeyyu’,ﻊﻴﺸﺕ,şiîlik.
teşfiye,ﻪﻴﻔﺸﺕ,şifa verme.
teşhîr,ﺮﻴﻬﺸﺕ,1.meşhur etme. 2.sergileme. 3.sergilenme.
teşhîs,ﺺﻴﺨﺸﺕ,1.ayırt etme. 2.kişilik kazandırma. 3.tanı.
teşkîl,ﻞﻴﮑﺸﺕ,"1.şekillendirme, oluşturma. 2.kurma."
teşrî’,ﻊیﺮﺸﺕ,yasa koyma.
teşrîf,ﻒیﺮﺸﺕ,1.şereflendirme. 2.gelme.
teşrîfât,تﺎﻔیﺮﺸﺕ,protokol.
teşrîh,ﺢیﺮﺸﺕ,"1.açma. 2.açılama, şerh etme. 3.otopsi. 4.anatomi."
teşrîk,ﮏیﺮﺸﺕ,ortak etme.
teşvîk,ﻖیﻮﺸﺕ,şevklendirme.
teşvîkât,تﺎﻘیﻮﺸﺕ,teşvikler.
teşyî’,ﻊﻴﻴﺸﺕ,uğurlama.
tetâbuk,ﻖﺑﺎﻄﺕ,"uyma, uygun düşme."
tetebbu’,ﻊﺒﺘﺕ,"derinlemesine araştırma, inceleme."
tetebu’ât,تﺎﻌﺒﺘﺕ,incelemeler.
tetimme,ﻪﻤﺘﺕ,tamamlayıcı ek.
tevâfuk,ﻖﻓاﻮﺕ,uygun gelme.
tevaggul,ﻞﻏﻮﺕ,sürekli uğraşı.
tevahhuş,ﺶﺣﻮﺕ,"korku, korkma."
tevakki,ﯽﻗﻮﺕ,"sakınma, korunma, çekinme."
tevakku’,ﻊﻗﻮﺕ,beklenti.
tevakkuf,ﻒﻗﻮﺕ,durma.
tevâlî,ﯽﻝاﻮﺕ,"kesintisiz sürme, birbirini izleme."
tevârîh,ﺦیراﻮﺕ,tarihler.
tevârüs,ثراﻮﺕ,miras alma.
tevâtur,ﺮﺕاﻮﺕ,yaygın söylenti.
tevâzu,ﻊﺽاﻮﺕ,alçakgönüllülük.
tevâzün,نزاﻮﺕ,denklik.
tevbe,ﻪﺑﻮﺕ,tövbe.
tevbîh,ﺦﻴﺑﻮﺕ,"azarlama, azar."
tevcîh,ﻪﻴﺝﻮﺕ,"1.yöneltme, yönlendirme. 2.yorumlama. 3.rütbe verme."
tevdî’,ﻊیدﻮﺕ,"bırakma, görev verme."
teveccüh,ﻪﺝﻮﺕ,"1.yönelme, dönme. 2.ilgi gösterme."
tevellüd,ﺪﻝﻮﺕ,1.doğma. 2.doğum. 3.doğum tarihi.
teverrüm,مرﻮﺕ,1.şişme. 2.verem olma.
tevessü,ﻊﺱﻮﺕ,genişleme.
tevessül,ﻞﺱﻮﺕ,"1.el atma, girişme. 3.inanma. 3.sarılma."
tevezzü’,عزﻮﺕ,dağılım.
tevfîkan,ﺎﻘﻴﻓﻮﺕ,"-e göre, uyarak, bakılarak."
tevhîd,ﺪﻴﺣﻮﺕ,birleştirme.
tevkîf,ﻒﻴﻗﻮﺕ,1.durdurma. 2.kapatma. 3.tutuklama.
tevlîd,ﺪﻴﻝﻮﺕ,"1.doğurtma, üretme. 2.meydana getirme."
tevsî’,ﻊﻴﺱﻮﺕ,1.genişletme. 2.genişletilme.
tevsîk,ﻖﻴﺛﻮﺕ,1.belgeleme. 2sağlamlaştırma.
tevşîh,ﺢﻴﺵﻮﺕ,1.süsleme. 2.çifte kafiye kullanma.
tevvâb,باﻮﺕ,1.çok tövbe eden. 2.tövbe kabul eden Tanrı.
tevzî’,ﻊیزﻮﺕ,"dağıtım, dağıtma."
teyakkuz,ﻆﻘﻴﺕ,uyanıklık.
teyemmün,ﻢﻤﻴﺕ,uğur sayma.
tezâd,دﺎﻀﺕ,"zıtlık, çelişki."
tezâhür,ﺮهﺎﻈﺕ,"ortaya çıkma, belirme."
tezâhürât,تاﺮهﺎﻈﺕ,"1.ortaya çıkışlar, oluşlar. 2.destekler."
tezâyüd,ﺪیاﺰﺕ,"artma, çoğalma."
tezekkür,ﺮﮐﺬﺕ,ele alınma.
tezelzül,لﺰﻝﺰﺕ,"sarsılma, sarsıntı."
tezevvüc,جوﺰﺕ,"evllilik, evlenme."
tezhîb,ﺐﻴهﺬﺕ,1.süsleme. 2.yaldızlama. 3.altın sürme.
tezkâr,رﺎﮐﺬﺕ,anma hatırlama.
tezkîr,ﺮﻴﮐﺬﺕ,hatırlatma.
tezlîl,ﻞﻴﻝﺬﺕ,"aşağılama, zelil etme."
tezvîc,ﺞیوﺰﺕ,evlendirme.
tezvîr,ﺮیوﺰﺕ,arabozuculuk.
tezyîd,ﺪﻴیﺰﺕ,arttırma.
tezyîn,ﻦﻴیﺰﺕ,1.süsleme. 2.süslenme.
tezyînat,تﺎﻨﻴیﺰﺕ,"süslemeler, süsler."
tıbb,ﺐﻃ,tıp.
tıbbî,ﯽﺒﻃ,tıp ile ilgili.
tıbbiye,ﻪﻴﺒﻃ,"tıp fakültesi, tıp okulu."
tıfl,ﻞﻔﻃ,küçük çocuk.
tılâ,عﻼﻃ,yaldız.
tınab,بﺎﻨﻃ,"sicim, çadır ipi."
tıynet,ﺖﻨﻴﻃ,mizaç.
tîb,ﺐﻴﻃ,güzel koku.
tilâvet,توﻼﺕ,güzel Kur’ân okuma.
tilmîz,ﺬﻴﻤﻠﺕ,öğrenci.
timsâh,حﺎﺴﻤﺕ,timsah.
timsâl,لﺎﺜﻤﺕ,1.resim. 2.sembol.
timsâlî,ﯽﻝﺎﺜﻤﺕ,sembolik.
tiryâk,کﺎیﺮﺕ,1.panzehir. 2.afyon.
tiryâkî,ﯽﮐﺎیﺮﺕ,1.esrarkeş. 2.sigara tutkunu.
tis’a,ﻪﻌﺴﺕ,dokuz.
tis’în,ﻦﻴﻌﺴﺕ,doksan.
töhmet,ﺖﻤﻬﺕ,suç.
tu’me,ﻪﻤﻌﻃ,1.yem. 2.yiyecek. 2.tat.
tufeylât,تﻼﻴﻔﻃ,parazitler.
tufeylî,ﯽﻠﻴﻔﻃ,parazit.
tufeyliyet,ﺖﻴﻠﻴﻔﻃ,parazitlik.
tuffah,حﺎﻔﺕ,elma.
tufûliyyet,ﺖﻴﻝﻮﻔﻃ,çocukluk.
tuğyân,نﺎﻴﻐﻃ,"1.taşkınlık, azgınlık. 2.taşkın."
tuhaf,ﻒﺤﺕ,1.ilginç. 2.hediyeler. 3.gülünç.
tuhfe,ﻪﻔﺤﺕ,hediye.
tûl,لﻮﻃ,1.uzunluk. 2.boylam.
tûlânî,ﯽﻥﻻﻮﻃ,uzunluğuna.
tullâb,بﻼﻃ,öğrenciler.
tulû,عﻮﻠﻃ,doğuş.
tulûât,تﺎﻋﻮﻠﻃ,doğaçlamalar.
turfa,ﻪﻓﺮﻃ,"yepyeni, görülmemiş şey."
turre,ﻩﺮﻃ,saç lülesi.
turuk,قﺮﻃ,yollar.
tuyûf,فﻮﻴﻃ,tayflar.
tuyûr,رﻮﻴﻃ,kuşlar.
tüccâr,رﺎﺠﺕ,tacirler.
türâb,باﺮﺕ,toprak.
türrehe,ﻪهﺮﺕ,zırva.
u’cûbe,ﻪﺑﻮﺠﻋا,"acayip, şaşılacak şey."
ubûdiyyet,ﺖیدﻮﺒﻋ,kulluk.
ubûr,رﻮﺒﻋ,geçiş.
ucb,ﺐﺠﻋ,kendini beğenme.
ûd,دﻮﻋ,1.öd ağacı. 2.ud.
ûdî,یدﻮﻋ,ud sanatçısı.
udûl,لوﺪﻋ,vazgeçme.
ufuk,ﻖﻓا,ufuk.
ufûnet,ﺖﻥﻮﻔﻋ,1.yangı. 2.kötü koku.
uhde,ﻩﺪﻬﻋ,sorumluluk.
uhrâ,یﺮﺧا,"başka, diğer."
uhrevî,یوﺮﺧا,ahiret ile ilgili.
uht,ﺖﺧا,kızkardeş.
uhuvvet,تﻮﺧا,kardeşlik.
ukâb,بﺎﻘﻋ,kartal.
ukalâ,ﻼﻘﻋ,akıl sahipleri.
ukbâ,ﯽﺒﻘﻋ,ahiret.
ukde,ﻩﺪﻘﻋ,1.düğüm. 2.gönül üzüntüsü. 3.sorun.
ukûbât,تﺎﺑﻮﻘﻋ,cezalar.
ukûbet,ﺖﺑﻮﻘﻋ,ceza.
ukûd,دﻮﻘﻋ,akitler.
ukûl,لﻮﻘﻋ,akıllar.
ûlâ,ﯽﻝوا,"ilk, birinci."
ulemâ,ﺎﻤﻠﻋ,bilginler.
ulûfe,ﻪﻓﻮﻠﻋ,1.yem. 2.yeniçeri maaşı.
ulûhiyyet,ﺖﻴهﻮﻝا,tanrılık.
ulûm,مﻮﻠﻋ,ilimler.
ûlülazm,ﻢﻈﻌﻝا ﻮﻝوا,büyük peygamber.
